deprecation_reason,description,forks,homepage,keywords,language,latest_download_url,latest_stable_release_number,latest_stable_release_published_at,license_normalized,licenses,name,normalized_licenses,package_manager_url,platform,rank,repository_url,stars,status
None,A CMS for Open Education,39,https://github.com/openfun/richie,"['catalog', 'cms', 'hacktoberfest', 'lms', 'moodle', 'openeducation', 'openedx']",Python,https://registry.npmjs.org/@mbenadda/richie-education/-/@mbenadda/richie-education-2.0.0-beta.15a.tgz,v2.8.2,2021-10-05T14:24:07.000Z,False,MIT,@mbenadda/richie-education,['MIT'],https://www.npmjs.com/package/@mbenadda/richie-education,NPM,8,https://github.com/openfun/richie,127,None
None,Parser for the LDAP protocol (RFC 4511),0,https://github.com/rusticata/ldap-parser,"['nom', 'ldap', 'parser']",Rust,https://crates.io/api/v1/crates/ldap-parser/0.2.0/download,0.2.0,2021-09-13T11:34:19.145Z,True,MIT/Apache-2.0,ldap-parser,"['MIT', 'Apache-2.0']",https://crates.io/crates/ldap-parser/,Cargo,8,https://github.com/rusticata/ldap-parser,3,None
None,Parser for the OpenVPN protocol,2,https://github.com/rusticata/openvpn-parser,"['protocol', 'nom', 'openvpn', 'parser']",Rust,https://crates.io/api/v1/crates/openvpn-parser/0.6.0/download,0.6.0,2021-09-13T11:39:56.190Z,True,MIT/Apache-2.0,openvpn-parser,"['MIT', 'Apache-2.0']",https://crates.io/crates/openvpn-parser/,Cargo,9,https://github.com/rusticata/openvpn-parser,12,None
None,Ensemble des composants web React de base de hornet-js,6,https://github.com/diplomatiegouvfr/hornet-js#readme,['react'],TypeScript,https://registry.npmjs.org/hornet-js-react-components/-/hornet-js-react-components-5.5.0-rc.4.tgz,5.4.1,2019-07-25T12:27:11.831Z,False,CECILL-2.1,hornet-js-react-components,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-react-components,NPM,11,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,Définition Typescript du module hornet-js-test,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-test-dts/-/hornet-js-test-dts-5.3.0.tgz,5.3.0,2019-03-28T07:05:54.423Z,False,CECILL-2.1,hornet-js-test-dts,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-test-dts,NPM,10,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,a wrapper around ezmesure API,0,https://github.com/Inist-CNRS/node-ezmesure#readme,"['ezmesure', 'ezpaarse', 'analogist']",JavaScript,https://registry.npmjs.org/@ezpaarse-project/ezmesure/-/@ezpaarse-project/ezmesure-2.2.5.tgz,2.2.5,2020-10-26T14:47:00.185Z,False,MIT,@ezpaarse-project/ezmesure,['MIT'],https://www.npmjs.com/package/@ezpaarse-project/ezmesure,NPM,7,https://github.com/Inist-CNRS/node-ezmesure,2,None
None,Wrapper around the Crossref API.,2,https://github.com/ezpaarse-project/meta-doi#readme,"['doi', 'crossref']",JavaScript,https://registry.npmjs.org/meta-doi/-/meta-doi-1.1.0.tgz,1.1.0,2016-07-20T16:12:35.783Z,False,MIT,meta-doi,['MIT'],https://www.npmjs.com/package/meta-doi,NPM,9,https://github.com/ezpaarse-project/meta-doi,1,None
None,iTop - Synchro Dashboard : Simple Dashboard for monitoring all the data synchro sources at a glance.,0,,[],PHP,None,1.0.5,2017-02-22T08:52:24.000Z,False,None,unistra/itop-synchro-dashboard,['GPL-3.0'],https://packagist.org/packages/unistra/itop-synchro-dashboard#,Packagist,8,https://github.com/unistra/itop-synchro-dashboard,0,None
None,tools,5,https://github.com/openmole/scala-js-plotlyjs,[],CSS,https://repo1.maven.org/maven2/org/openmole/scaladget/tools_sjs1_2.13/1.9.0/tools_sjs1_2.13-1.9.0.jar,1.9.0,2021-04-27T16:06:33.000Z,True,Affero GPLv3,org.openmole.scaladget:tools_sjs1_2.13,['AGPL-1.0'],https://repo1.maven.org/maven2/org/openmole/scaladget/tools_sjs1_2.13,Maven,12,https://github.com/openmole/scaladget,42,None
None,Parser for the TLS protocol,18,https://github.com/rusticata/tls-parser,"['protocol', 'nom', 'parser', 'ssl', 'tls']",Rust,https://crates.io/api/v1/crates/tls-parser/0.11.0/download,0.11.0,2021-09-20T13:27:15.814Z,True,MIT/Apache-2.0,tls-parser,"['MIT', 'Apache-2.0']",https://crates.io/crates/tls-parser/,Cargo,13,https://github.com/rusticata/tls-parser,58,None
None,a wrapper around ezmesure API,0,https://github.com/Inist-CNRS/node-ezmesure#readme,"['ezmesure', 'ezpaarse', 'analogist']",JavaScript,https://registry.npmjs.org/ezmesure/-/ezmesure-2.0.0.tgz,2.0.0,2019-11-18T09:20:21.453Z,False,MIT,ezmesure,['MIT'],https://www.npmjs.com/package/ezmesure,NPM,8,https://github.com/Inist-CNRS/node-ezmesure,2,None
None,Proxy SSH connections on a gateway,5,https://github.com/cea-hpc/sshproxy,"['cea', 'etcd', 'go', 'ssh']",Go,None,v1.4.0,2021-08-16T09:09:05.000Z,False,,github.com/cea-hpc/sshproxy,['Other'],https://pkg.go.dev/github.com/cea-hpc/sshproxy,Go,12,https://github.com/cea-hpc/sshproxy,66,None
None,The server-side scraping companion.,14,https://github.com/medialab/sandcrawler,"['crawler', 'scraper']",JavaScript,https://registry.npmjs.org/sandcrawler/-/sandcrawler-0.1.0-rc1.tgz,0.0.1,2014-11-12T17:29:15.682Z,False,LGPL-3.0,sandcrawler,['LGPL-3.0'],https://www.npmjs.com/package/sandcrawler,NPM,9,https://github.com/medialab/sandcrawler,100,None
None,A CMS to build learning portals for Open Education,39,https://github.com/openfun/richie#readme,"['catalog', 'cms', 'hacktoberfest', 'lms', 'moodle', 'openeducation', 'openedx']",Python,https://registry.npmjs.org/richie-education/-/richie-education-2.8.2.tgz,2.8.2,2021-10-05T14:39:33.931Z,False,MIT,richie-education,['MIT'],https://www.npmjs.com/package/richie-education,NPM,12,https://github.com/openfun/richie,127,None
None,io,2,https://github.com/ISCPIF/freedsl,"['effects', 'free-monad', 'functional-programming', 'modularity', 'monad', 'monad-transformers', 'pure', 'scala']",Scala,https://repo1.maven.org/maven2/fr/iscpif/freedsl/io_2.11/0.12/io_2.11-0.12.jar,None,None,True,LGPL,fr.iscpif.freedsl:io_2.11,['Other'],https://repo1.maven.org/maven2/fr/iscpif/freedsl/io_2.11,Maven,7,https://github.com/ISCPIF/freedsl,34,None
None,[![npm version](https://badge.fury.io/js/computron.svg)](https://badge.fury.io/js/computron) [![Build Status](https://travis-ci.org/Inist-CNRS/computron.svg?branch=master)](https://travis-ci.org/Inist-CNRS/computron),0,https://github.com/Inist-CNRS/computron,"['nodejs', 'addon', 'xml', 'xlst']",C++,https://registry.npmjs.org/computron/-/computron-1.1.12.tgz,1.1.12,2021-08-05T21:52:59.211Z,False,MIT,computron,['MIT'],https://www.npmjs.com/package/computron,NPM,9,https://github.com/Inist-CNRS/computron,3,None
None,Landlock LSM helpers,0,https://landlock.io,"['security', 'linux', 'sandbox', 'access-control']",Rust,https://crates.io/api/v1/crates/landlock/0.1.0/download,0.1.0,2021-04-14T07:26:02.079Z,True,MIT OR Apache-2.0,landlock,"['MIT', 'Apache-2.0']",https://crates.io/crates/landlock/,Cargo,6,https://github.com/landlock-lsm/rust-landlock,1,None
None,MapDB extension of the core component.,12,www.neoemf.com,"['eclipse-plugin', 'emf', 'large-models', 'persistence']",Java,https://repo1.maven.org/maven2/fr/inria/atlanmod/neoemf/neoemf-data-mapdb/2.0.0/neoemf-data-mapdb-2.0.0.jar,2.0.0,2019-03-21T00:00:00.000Z,True,Eclipse Public License v2.0,fr.inria.atlanmod.neoemf:neoemf-data-mapdb,['EPL-2.0'],https://repo1.maven.org/maven2/fr/inria/atlanmod/neoemf/neoemf-data-mapdb,Maven,10,https://github.com/atlanmod/NeoEMF,36,None
None,highlightjs,5,https://github.com/openmole/scala-js-plotlyjs,[],CSS,https://repo1.maven.org/maven2/org/openmole/scaladget/highlightjs_sjs1_2.13/1.9.0/highlightjs_sjs1_2.13-1.9.0.jar,1.9.0,2021-04-27T16:06:34.000Z,True,Affero GPLv3,org.openmole.scaladget:highlightjs_sjs1_2.13,['AGPL-1.0'],https://repo1.maven.org/maven2/org/openmole/scaladget/highlightjs_sjs1_2.13,Maven,12,https://github.com/openmole/scaladget,42,None
None,A library of classes and methods common to all Atlanmod projects,1,https://github.com/atlanmod/Commons,"['commons', 'eclipse-plugin', 'emf']",Java,https://repo1.maven.org/maven2/org/atlanmod/commons/commons-core/1.1.0/commons-core-1.1.0.jar,1.1.0,2021-09-20T15:59:42.000Z,True,Eclipse Public License v2.0,org.atlanmod.commons:commons-core,['EPL-2.0'],https://repo1.maven.org/maven2/org/atlanmod/commons/commons-core,Maven,9,https://github.com/atlanmod/Commons,0,None
None,Les règles publicodes du système social français,35,https://mon-entreprise.fr/int%C3%A9gration/biblioth%C3%A8que-de-calcul,[],TypeScript,https://registry.npmjs.org/modele-social/-/modele-social-0.2.0.tgz,0.2.0,2021-01-27T11:01:57.987Z,False,MIT,modele-social,['MIT'],https://www.npmjs.com/package/modele-social,NPM,11,https://github.com/betagouv/mon-entreprise,141,None
None,A tool for managing survey data,12,https://github.com/openfisca/openfisca-survey-manager,"['survey', 'data']",Python,None,0.46.2,2021-09-23T21:25:36.000Z,True,http://www.fsf.org/licensing/licenses/agpl-3.0.html,OpenFisca-Survey-Manager,['Other'],https://pypi.org/project/OpenFisca-Survey-Manager/,Pypi,11,https://github.com/openfisca/openfisca-survey-manager,7,None
None,strategy,3,https://github.com/ISCPIF/viabilitree,[],Scala,https://repo1.maven.org/maven2/fr/iscpif/viabilitree/strategy_2.12/2.0/strategy_2.12-2.0.jar,None,None,True,Affero GPLv3,fr.iscpif.viabilitree:strategy_2.12,['AGPL-1.0'],https://repo1.maven.org/maven2/fr/iscpif/viabilitree/strategy_2.12,Maven,5,https://github.com/ISCPIF/viabilitree,2,None
None,French Geoportal resources access library,11,https://github.com/IGNF/geoportal-access-lib#readme,"['geoportail', 'webservice', 'javascript', 'es6', 'services']",JavaScript,https://registry.npmjs.org/geoportal-access-lib/-/geoportal-access-lib-2.1.8.tgz,2.1.8,2021-04-14T13:07:50.826Z,False,CECILL-B,geoportal-access-lib,['CECILL-B'],https://www.npmjs.com/package/geoportal-access-lib,NPM,14,https://github.com/IGNF/geoportal-access-lib,21,None
None,OpenFisca tax and benefit system for Mali,1,https://github.com/openfisca/openfisca-mali,"['benefit', 'microsimulation', 'social', 'tax']",Python,None,1.2.0,2020-02-21T22:22:52.000Z,True,http://www.fsf.org/licensing/licenses/agpl-3.0.html,OpenFisca-Mali,['Other'],https://pypi.org/project/OpenFisca-Mali/,Pypi,8,https://github.com/openfisca/openfisca-mali,2,None
None,Helper functions to build CLI tools,4,https://github.com/assurance-maladie-digital/design-system#readme,"['cnam', 'cli', 'typescript', 'helpers', 'components', 'design-system', 'france', 'health-insurance', 'vue', 'vue-cli', 'vuejs']",TypeScript,https://registry.npmjs.org/@cnamts/cli-helpers/-/@cnamts/cli-helpers-2.0.0.tgz,2.0.0,2021-08-30T14:08:08.882Z,False,MIT,@cnamts/cli-helpers,['MIT'],https://www.npmjs.com/package/@cnamts/cli-helpers,NPM,12,https://github.com/assurance-maladie-digital/design-system,17,None
None,Loterre statements for EZS,1,https://github.com/Inist-CNRS/ezs/tree/master/packages/loterre#readme,['ezs'],JavaScript,https://registry.npmjs.org/@ezs/loterre/-/@ezs/loterre-1.2.4.tgz,1.2.4,2021-10-05T07:38:54.058Z,False,MIT,@ezs/loterre,['MIT'],https://www.npmjs.com/package/@ezs/loterre,NPM,10,https://github.com/Inist-CNRS/ezs,2,None
None,lunr,5,https://github.com/openmole/scala-js-plotlyjs,[],CSS,https://repo1.maven.org/maven2/org/openmole/scaladget/lunr_sjs1_2.12/1.3.7/lunr_sjs1_2.12-1.3.7.jar,1.3.7,2020-06-17T00:00:00.000Z,True,Affero GPLv3,org.openmole.scaladget:lunr_sjs1_2.12,['AGPL-1.0'],https://repo1.maven.org/maven2/org/openmole/scaladget/lunr_sjs1_2.12,Maven,10,https://github.com/openmole/scaladget,42,None
None,PHP implementation of the metadata model behind amalia.js,0,None,"['amalia', 'amalia-js']",PHP,None,0.1.0,2015-12-17T14:24:55.000Z,True,GPL-V3,ina/amalia-model,['GPL-3.0'],https://packagist.org/packages/ina/amalia-model#,Packagist,6,https://github.com/ina-foss/amalia-php,1,None
None,[![Github Master CI Status](https://github.com/SocialGouv/jest-environment-knex/workflows/ci/badge.svg?branch=master)](https://github.com/SocialGouv/jest-environment-knex/actions/) [![codecov](https://codecov.io/gh/SocialGouv/jest-environment-knex/branch/,1,https://github.com/SocialGouv/jest-environment-knex#readme,[],TypeScript,https://registry.npmjs.org/jest-environment-knex/-/jest-environment-knex-3.0.7.tgz,3.0.7,2021-08-30T09:43:28.830Z,False,Apache-2.0,jest-environment-knex,['Apache-2.0'],https://www.npmjs.com/package/jest-environment-knex,NPM,10,https://github.com/SocialGouv/jest-environment-knex,3,None
None,Template CSS pour data.gouv.fr et compagnie.,13,https://github.com/etalab/template.data.gouv.fr#readme,"['template.data.gouv.fr', 'etalab', 'beta.gouv.fr', 'ui kit', 'component-library', 'design-system', 'government-tech', 'template']",HTML,https://registry.npmjs.org/template.data.gouv.fr/-/template.data.gouv.fr-1.3.2.tgz,1.3.2,2020-02-06T17:46:28.256Z,False,MIT,template.data.gouv.fr,['MIT'],https://www.npmjs.com/package/template.data.gouv.fr,NPM,11,https://github.com/etalab/template.data.gouv.fr,22,None
None,CLI tool to help detecting if a twitter account is a bot,0,https://github.com/ambanum/social-networks-bot-finder,[],Python,None,1.2.0,2021-07-13T08:27:54.000Z,True,GNU General Public License v3 or later (GPLv3+),social-networks-bot-finder,"['GPL-3.0', 'GPL-3.0+']",https://pypi.org/project/social-networks-bot-finder/,Pypi,9,https://github.com/ambanum/social-networks-bot-finder,0,None
None,A CMS to build learning portals for open education,39,https://github.com/openfun/richie,"['Django', 'Django-CMS', 'Open', 'edX', 'catalog', 'cms', 'hacktoberfest', 'lms', 'moodle', 'openeducation', 'openedx']",Python,None,2.8.2,2021-10-05T14:46:45.000Z,False,MIT,richie,['MIT'],https://pypi.org/project/richie/,Pypi,10,https://github.com/openfun/richie,127,None
None,API giving air pollution level in France,2,https://github.com/l-vincent-l/indice_pollution,"['air', 'quality', 'aasqa', 'atmo', 'iqa']",Python,None,0.21.1,2021-10-18T09:06:30.000Z,False,MIT,indice-pollution,['MIT'],https://pypi.org/project/indice-pollution/,Pypi,8,https://github.com/l-vincent-l/indice_pollution,2,None
None,Manage sphinx documentations with mkdocs,0,https://github.com/entrepreneur-interet-general/mkinx,"['documentation', 'doc', 'sphinx', 'mkdocs', 'mkinx', 'documentation-tool', 'entrepreneur-interet-general', 'open-source', 'python', 'sphinx-documentation']",Python,None,0.3.1,2018-07-17T12:19:18.000Z,True,GNU,mkinx,['GPL-3.0'],https://pypi.org/project/mkinx/,Pypi,6,https://github.com/entrepreneur-interet-general/mkinx,3,None
None,json-schemas for quinoa apps,0,https://github.com/medialab/quinoa-schemas#readme,[],JavaScript,https://registry.npmjs.org/quinoa-schemas/-/quinoa-schemas-1.1.3.tgz,1.1.3,2020-09-10T14:44:15.279Z,False,ISC,quinoa-schemas,['ISC'],https://www.npmjs.com/package/quinoa-schemas,NPM,8,https://github.com/medialab/quinoa-schemas,0,None
None,Ensemble des composants de gestion de base hornet-js,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-logger/-/hornet-js-logger-5.5.0-rc.4.tgz,5.4.1,2019-07-25T12:25:23.944Z,False,CECILL-2.1,hornet-js-logger,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-logger,NPM,11,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,"Interface Between R and the OpenStreetMap-Based Routing Service
OSRM",19,https://github.com/riatelab/osrm,"['cran', 'openstreetmap', 'osrm', 'r', 'r-package', 'shortest-paths', 'travel']",R,https://cran.r-project.org/src/contrib/osrm_3.4.1.tar.gz,3.4.1,2021-03-19T00:00:00.000Z,True,GPL-3,osrm,['GPL-3.0'],https://cran.r-project.org/package=osrm,CRAN,11,https://github.com/riatelab/osrm,160,None
None,Blazing fast parser for EDIGEO files,1,None,[],JavaScript,https://registry.npmjs.org/@etalab/edigeo-parser/-/@etalab/edigeo-parser-0.9.0.tgz,0.9.0,2019-07-26T08:40:12.356Z,False,MIT,@etalab/edigeo-parser,['MIT'],https://www.npmjs.com/package/@etalab/edigeo-parser,NPM,7,https://github.com/etalab/edigeo-parser,4,None
None,This package is a part of Ilos framework.,0,https://github.com/betagouv/ilos#readme,"['node', 'typescript', 'microservice']",TypeScript,https://registry.npmjs.org/@ilos/framework/-/@ilos/framework-0.3.3.tgz,0.3.3,2019-07-26T14:02:42.933Z,False,Apache-2.0,@ilos/framework,['Apache-2.0'],https://www.npmjs.com/package/@ilos/framework,NPM,9,https://github.com/betagouv/ilos,5,None
None,a client for the DILA API that publishes the french law,2,https://github.com/SocialGouv/dila-api-client,"['js', 'dila', 'law']",TypeScript,https://registry.npmjs.org/@socialgouv/dila-api-client/-/@socialgouv/dila-api-client-1.2.1.tgz,1.2.1,2021-09-13T03:33:58.721Z,False,Apache-2.0,@socialgouv/dila-api-client,['Apache-2.0'],https://www.npmjs.com/package/@socialgouv/dila-api-client,NPM,12,https://github.com/SocialGouv/dila-api-client,3,None
None,Convert a PDF made of images to text,0,https://github.com/MEEM-MLHD/pdf-image-to-text,[],Python,None,0.0.1,2016-12-07T20:20:44.000Z,True,BSD,pdf-image-to-text,['BSD-3-Clause'],https://pypi.org/project/pdf-image-to-text/,Pypi,6,https://github.com/MEEM-MLHD/pdf-image-to-text,0,None
None,Generate IPv4 in a given range,2,https://github.com/ezpaarse-project/ip-range-generator#readme,"['ipv4', 'range']",JavaScript,https://registry.npmjs.org/ip-range-generator/-/ip-range-generator-1.0.1.tgz,1.0.1,2016-04-01T09:56:23.007Z,False,MIT,ip-range-generator,['MIT'],https://www.npmjs.com/package/ip-range-generator,NPM,9,https://github.com/ezpaarse-project/ip-range-generator,7,None
None,Object Identifier (OID) database,8,https://github.com/rusticata/oid-registry,"['ber', 'oid', 'der']",Rust,https://crates.io/api/v1/crates/oid-registry/0.2.0/download,0.2.0,2021-09-13T11:02:36.595Z,True,MIT/Apache-2.0,oid-registry,"['MIT', 'Apache-2.0']",https://crates.io/crates/oid-registry/,Cargo,11,https://github.com/rusticata/oid-registry,1,None
None,powerspy-core,1,https://github.com/Spirals-Team/powerspy.scala,[],Scala,https://repo1.maven.org/maven2/fr/inria/powerspy/powerspy-core_2.11/1.2/powerspy-core_2.11-1.2.jar,1.0.1,2014-12-30T12:58:13.000Z,False,AGPL-3.0,fr.inria.powerspy:powerspy-core_2.11,['AGPL-3.0'],https://repo1.maven.org/maven2/fr/inria/powerspy/powerspy-core_2.11,Maven,5,https://github.com/Spirals-Team/powerspy.scala,3,None
None,This package is a part of Ilos framework.,0,https://github.com/betagouv/ilos#readme,"['node', 'typescript', 'microservice']",TypeScript,https://registry.npmjs.org/@ilos/cli/-/@ilos/cli-0.3.1.tgz,0.3.1,2019-07-26T14:02:12.506Z,False,Apache-2.0,@ilos/cli,['Apache-2.0'],https://www.npmjs.com/package/@ilos/cli,NPM,9,https://github.com/betagouv/ilos,5,None
None,This package is a part of Ilos framework.,0,https://github.com/betagouv/ilos#readme,"['node', 'typescript', 'microservice']",TypeScript,https://registry.npmjs.org/@ilos/transport-http/-/@ilos/transport-http-0.3.3.tgz,0.3.3,2019-07-26T14:02:24.821Z,False,Apache-2.0,@ilos/transport-http,['Apache-2.0'],https://www.npmjs.com/package/@ilos/transport-http,NPM,9,https://github.com/betagouv/ilos,5,None
None,tool,2,https://github.com/ISCPIF/freedsl,"['effects', 'free-monad', 'functional-programming', 'modularity', 'monad', 'monad-transformers', 'pure', 'scala']",Scala,https://repo1.maven.org/maven2/fr/iscpif/freedsl/tool_2.12/0.26/tool_2.12-0.26.jar,None,None,True,LGPL,fr.iscpif.freedsl:tool_2.12,['Other'],https://repo1.maven.org/maven2/fr/iscpif/freedsl/tool_2.12,Maven,7,https://github.com/ISCPIF/freedsl,34,None
None,"French Geoportal Extensions for OpenLayers, Leaflet and iTowns libraries",25,https://github.com/IGNF/geoportal-extensions,"['geoportail', 'javascript', 'OpenLayers', 'Leaflet', 'Itowns', '3D', 'geoportal-extensions']",JavaScript,https://registry.npmjs.org/geoportal-extensions/-/geoportal-extensions-2.2.6.tgz,2.2.6,2019-12-03T17:47:55.277Z,False,CECILL-B,geoportal-extensions,['CECILL-B'],https://www.npmjs.com/package/geoportal-extensions,NPM,10,https://github.com/IGNF/geoportal-extensions,40,None
