login,description,nom,organisation_url,site_web,adresse,email,est_verifiee,nombre_repertoires,date_creation,plateforme
InriaMecsci,,,https://github.com/InriaMecsci,,,,False,35,2012-07-04T13:01:01Z,GitHub
