login,description,nom,organisation_url,avatar_url,site_web,adresse,email,est_verifiee,nombre_repertoires,date_creation,plateforme
betagouv,Incubateur de Services Numériques de la Direction Interministérielle du Numérique et du Système d'Information et de Communication de l'État,beta.gouv.fr,https://github.com/betagouv,https://avatars0.githubusercontent.com/u/7874148?v=4,https://beta.gouv.fr,France,,False,197,2014-06-12T19:55:44Z,GitHub
