login,description,nom,organisation_url,site_web,adresse,email,est_verifiee,nombre_repertoires,date_creation,plateforme
ina-foss,,Institut National de l'Audiovisuel,https://github.com/ina-foss,http://www.ina.fr,France,,False,12,2014-12-16T16:27:51Z,GitHub
