nom,description,organisation,organisation_url,site_web,adresse,email,est_verifiee,nombre_repertoires,date_creation,plateforme
Inist-CNRS,Open source developments at Institute for scientific and technical information,,https://github.com/Inist-CNRS,http://www.inist.fr,"Nancy, France",,False,79,2015-03-19T09:02:18Z,GitHub
