login,description,nom,organisation_url,site_web,adresse,email,est_verifiee,nombre_repertoires,date_creation,plateforme
IGNF,,Institut National de l'Information Géographique et Forestière,https://github.com/IGNF,http://www.ign.fr,,,False,53,2014-04-03T16:36:07Z,GitHub
