nom,description,organisation,organisation_url,site_web,adresse,email,est_verifiee,nombre_repertoires,date_creation,plateforme
DREAL Nouvelle-Aquitaine,"Direction régionale de l'environnement, de l'aménagement et du logement de Nouvelle-Aquitaine",,https://github.com/DREAL-NA,http://www.nouvelle-aquitaine.developpement-durable.gouv.fr,Nouvelle-Aquitaine,,False,1,2018-11-30T14:03:05Z,GitHub
