nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
e-chauffeur_api,fabnumdef,GitHub,https://github.com/fabnumdef/e-chauffeur_api,,False,False,2018-11-30T10:07:34Z,2019-08-12T17:48:40Z,,0,0,GNU Affero General Public License v3.0,1,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/fabnumdef/e-chauffeur_api/directory/
e-chauffeur_dashboard,fabnumdef,GitHub,https://github.com/fabnumdef/e-chauffeur_dashboard,,False,False,2018-11-30T10:08:13Z,2019-08-13T08:34:20Z,,0,1,GNU Affero General Public License v3.0,1,Vue,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/fabnumdef/e-chauffeur_dashboard/directory/
e-chauffeur_driver,fabnumdef,GitHub,https://github.com/fabnumdef/e-chauffeur_driver,,False,False,2018-11-30T10:08:53Z,2019-07-24T09:45:13Z,,0,0,GNU Affero General Public License v3.0,1,Vue,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/fabnumdef/e-chauffeur_driver/directory/
e-chauffeur_user,fabnumdef,GitHub,https://github.com/fabnumdef/e-chauffeur_user,,False,False,2018-11-30T10:09:18Z,2019-08-13T08:33:02Z,,0,0,GNU Affero General Public License v3.0,1,Vue,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/fabnumdef/e-chauffeur_user/directory/
e-chauffeur,fabnumdef,GitHub,https://github.com/fabnumdef/e-chauffeur,Main repo for e-chauffeur,False,False,2018-11-30T15:25:30Z,2019-07-24T09:37:20Z,,0,0,GNU Affero General Public License v3.0,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/fabnumdef/e-chauffeur/directory/
e-chauffeur_lib-vue,fabnumdef,GitHub,https://github.com/fabnumdef/e-chauffeur_lib-vue,Library to share things between vueJS projects of e-chauffeur,False,False,2019-03-29T16:17:53Z,2019-08-20T10:51:09Z,,0,0,GNU Affero General Public License v3.0,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/fabnumdef/e-chauffeur_lib-vue/directory/
design-system,fabnumdef,GitHub,https://github.com/fabnumdef/design-system,,False,False,2019-04-01T09:00:31Z,2019-04-30T17:58:34Z,,0,0,GNU Affero General Public License v3.0,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/fabnumdef/design-system/directory/
resources,fabnumdef,GitHub,https://github.com/fabnumdef/resources,,False,False,2019-04-09T20:49:27Z,2019-04-09T21:06:12Z,,0,0,,0,,,False,
GeoGate,fabnumdef,GitHub,https://github.com/fabnumdef/GeoGate,GeoGate is an opensource tracking GPS/AIS framework to implement GTS applications.,True,False,2019-05-21T12:56:29Z,2019-05-21T15:08:11Z,,0,0,Apache License 2.0,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/fabnumdef/GeoGate/directory/
fabnumdef.github.io,fabnumdef,GitHub,https://github.com/fabnumdef/fabnumdef.github.io,,True,False,2019-06-25T07:24:43Z,2019-06-25T07:28:46Z,https://socialgouv.github.io/standup/,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/fabnumdef/fabnumdef.github.io/directory/
