nom,organisation_nom,plateforme,repertoire_url,description,est_fork,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics
meteofrance.github.io,meteofrance,GitHub,https://github.com/meteofrance/meteofrance.github.io,organization page repository,False,2019-03-04T09:47:50Z,2019-03-13T09:02:33Z,https://meteofrance.github.io,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",0,,
formation-deep-learning,meteofrance,GitHub,https://github.com/meteofrance/formation-deep-learning,Supports de formation Deep Learning (diapos et exercices pratiques) ,False,2019-03-07T18:15:11Z,2019-06-12T08:27:08Z,,11,0,Apache License 2.0,8,Jupyter Notebook,
