nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
node-inotifywait,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-inotifywait,Yet another nodejs fs.watch/inotify implementation. Good for large directory structure with lot of files.,False,False,2013-07-06T19:29:06Z,2019-08-14T10:33:23Z,,24,10,MIT License,8,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-inotifywait/directory/
node-monitor-pid,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-monitor-pid,Monitors a pid and all its sons with NodeJS,False,False,2013-10-21T09:10:41Z,2019-03-13T02:08:33Z,,10,2,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-monitor-pid/directory/
log.io-server-parser,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/log.io-server-parser,Able to receive and parse messages from Log.io harvester.,False,False,2014-07-30T16:02:18Z,2016-01-20T19:44:44Z,,4,2,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/log.io-server-parser/directory/
get-doctype,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/get-doctype,,False,False,2014-08-25T09:10:37Z,2016-10-15T09:23:55Z,,2,2,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/get-doctype/directory/
node-jbj,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-jbj,Like XSL/XML but for JSON.,False,False,2015-01-22T22:52:52Z,2018-12-13T00:10:59Z,http://Inist-CNRS.github.io/jbj-playground/,13,3,,8,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-jbj/directory/
prettyTEI,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/prettyTEI,Some tools and styles for TEI,False,False,2015-03-19T09:05:19Z,2016-05-28T18:56:05Z,,4,1,MIT License,0,CSS,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/prettyTEI/directory/
MetHAL,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/MetHAL,NodeJS package used to request metadata from the HAL API,False,False,2015-06-02T09:15:20Z,2019-03-19T11:32:01Z,,2,1,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/MetHAL/directory/
meta-doi,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/meta-doi,Return crossref metadata from a DOI identifier (this module is deprecated),False,False,2015-07-30T12:29:02Z,2016-12-28T14:14:20Z,,1,2,,6,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/meta-doi/directory/
node-elsevier,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-elsevier,Return metadata from a Elsevier PII identifier,False,False,2015-08-11T15:27:55Z,2016-07-25T07:05:50Z,,2,1,,3,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-elsevier/directory/
lodex-v1,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-v1,Linked Open Data EXperiment,False,True,2015-09-23T16:50:59Z,2018-12-03T13:39:14Z,http://lodex.inist.fr,4,1,Other,2,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex-v1/directory/
ezark,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezark,Central registry for your organization's ARK sub-publishers,False,False,2015-10-01T20:23:05Z,2018-02-13T08:51:53Z,,3,1,,1,CSS,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezark/directory/
node-jbj-nlp,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-jbj-nlp,Natural Language Processing JBJ module,False,False,2015-10-28T14:53:15Z,2016-05-25T15:38:25Z,,0,2,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-jbj-nlp/directory/
node-sudoc,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-sudoc,"A nodejs wrapper around sudoc web services (issn2ppn, isbn2ppn, ean2ppn)",False,False,2015-11-04T08:18:14Z,2016-07-25T07:09:20Z,,0,1,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-sudoc/directory/
node-jbj-parse,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-jbj-parse,"JBJ parse module: file format conversion (csv, parseCSV, parseCSVFile, json, parseJSON, xml, parseXML)",False,False,2015-11-13T14:34:30Z,2016-03-17T14:49:10Z,,0,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-jbj-parse/directory/
node-jbj-array,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-jbj-array,JBJ array module: complex actions implying arrays,False,False,2015-11-13T16:22:36Z,2016-03-08T16:38:35Z,,0,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-jbj-array/directory/
node-jbj-template,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-jbj-template,JBJ template module: advanced use of variables within strings,False,False,2015-11-17T13:15:40Z,2016-07-01T12:00:46Z,,0,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-jbj-template/directory/
node-jbj-command,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-jbj-command,JBJ command,False,False,2015-11-17T14:03:21Z,2016-02-12T14:38:23Z,,1,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-jbj-command/directory/
jbj-playground,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/jbj-playground,JBJ playground - test your stylesheets online,False,False,2015-11-18T08:49:18Z,2016-03-11T22:41:52Z,http://inist-cnrs.github.io/jbj-playground/,2,1,,3,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/jbj-playground/directory/
node-jbj-ist,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-jbj-ist,JBJ IST module,False,False,2015-12-09T11:09:17Z,2016-09-16T12:23:09Z,,0,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-jbj-ist/directory/
node-istex,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-istex,Un wrapper nodejs sur l'API ISTEX,False,False,2016-02-03T14:20:46Z,2019-04-01T13:42:37Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-istex/directory/
ghostscript-js,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ghostscript-js,Just a nodeJS wrapper for ghostscript,False,False,2016-02-24T13:58:25Z,2018-12-05T16:03:33Z,,9,7,MIT License,0,CMake,ghostscript,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ghostscript-js/directory/
octachore,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/octachore,Just another nodeJS wrapper for tesseract-ocr,False,False,2016-03-02T16:31:54Z,2019-06-17T06:37:19Z,,1,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/octachore/directory/
roadmapjs,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/roadmapjs,A nodejs/reactjs application parsing Trello roadmap boards and displaying a nice project roadmap as a visual vertical timeline.,False,False,2016-03-03T09:55:09Z,2017-08-01T12:16:04Z,,5,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/roadmapjs/directory/
node-jbj-rdfa,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-jbj-rdfa,JBJ RDFa - JBJ module to generate HTML + RDFa,False,False,2016-03-21T15:10:31Z,2018-12-13T00:12:13Z,,1,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-jbj-rdfa/directory/
ezmaster,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster,Administration of docker applications without any IT skills,False,False,2016-04-05T09:34:56Z,2019-07-12T05:40:15Z,,12,4,MIT License,7,JavaScript,"backoffice,docker",True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster/directory/
inist-tools,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/inist-tools,Outil permettant de faciliter le fonctionnement d’un poste Debian ou Ubuntu dans l'environnement INIST (proxy),False,False,2016-05-13T08:54:31Z,2017-12-17T20:40:07Z,,4,1,,3,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/inist-tools/directory/
node-jbj-jsonld,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-jbj-jsonld,JBJ JSON-LD module,False,False,2016-05-19T09:45:51Z,2016-05-19T15:44:51Z,,0,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-jbj-jsonld/directory/
text-quality-indicator,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/text-quality-indicator,"Return a quality indicator (in %) of any text, using dictionnary",False,False,2016-05-20T09:30:40Z,2019-06-13T11:48:44Z,,4,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/text-quality-indicator/directory/
compose-workshop,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/compose-workshop,Atelier docker-compose pour la journée DevelopR6 / 2RCE du 2 juin 2006,False,False,2016-05-31T07:17:31Z,2016-06-12T20:55:52Z,,1,1,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/compose-workshop/directory/
node-labintel,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-labintel,API written in NodeJS to query CNRS L@bintel,False,False,2016-06-07T18:38:32Z,2016-06-07T18:40:15Z,,0,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-labintel/directory/
lodex-widget,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-widget,Web widget to enrich your resources with LODEX resources,False,False,2016-06-08T09:37:04Z,2016-06-13T17:34:39Z,,1,1,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex-widget/directory/
node-jbj-numerical,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-jbj-numerical,Numerical text encoding for JBJ,False,False,2016-06-13T07:50:47Z,2017-01-11T14:37:34Z,,0,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-jbj-numerical/directory/
lodex-widgets,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-widgets,Widgets and components for LODEX,False,False,2016-07-22T12:03:48Z,2016-07-22T12:33:05Z,,0,1,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex-widgets/directory/
wait-for-it,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/wait-for-it,Pure bash script to test and wait on the availability of a TCP host and port,True,False,2016-08-24T19:31:50Z,2016-08-24T19:31:51Z,,0,0,MIT License,0,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/wait-for-it/directory/
ezmaster-hexo,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-hexo,Hexo blog framework illustrating ezmaster deployment capacities,False,False,2016-09-13T12:13:49Z,2016-09-15T05:48:38Z,,2,0,,0,Makefile,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-hexo/directory/
ezmaster-canvas,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-canvas,"Just a simple Http Server, usefull if you need to 'ezmasterize' and application with ouput data",False,False,2016-10-13T11:32:02Z,2016-10-15T09:21:20Z,,1,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-canvas/directory/
xpath-generator,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/xpath-generator,Node.js xpaths & tree generator,False,False,2016-10-26T14:37:18Z,2019-06-07T06:29:18Z,,4,1,MIT License,2,JavaScript,"generator,list,nodejs,npm,tree,xml,xpaths",False,
node-inist-ark,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-inist-ark,"NodeJS package used to handle ""normalized"" ARK for the INIST organization",False,False,2016-10-26T19:08:31Z,2018-06-20T15:22:32Z,,7,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-inist-ark/directory/
RefGPEC,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/RefGPEC,Application de gestion d'un référentiel de profils/compétences pour une démarche GPEC,False,False,2016-12-26T16:39:07Z,2018-09-07T16:32:21Z,,1,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/RefGPEC/directory/
diachronic-explorer,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/diachronic-explorer,Diachronic'Explorer,True,False,2017-01-10T09:33:02Z,2017-11-09T19:24:34Z,,0,0,GNU General Public License v2.0,1,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/diachronic-explorer/directory/
lodex,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex,Linked Open Data EXperiment,False,False,2017-01-19T08:42:38Z,2019-08-07T12:00:24Z,https://lodex.inist.fr,28,4,Other,21,JavaScript,"linked-open-data,mongo,nodejs,semantic-web",True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex/directory/
ezmaster-virtuoso,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-virtuoso,ezmasterized virtuoso (Triple store),False,False,2017-01-26T14:48:06Z,2017-08-04T12:36:56Z,,0,0,MIT License,1,Shell,"docker-image,ezmaster,triplestore,virtuoso",True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-virtuoso/directory/
node-ezs-istex,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-ezs-istex,Using ezs to query ISTEX API,False,False,2017-02-10T22:01:56Z,2019-05-22T14:38:40Z,,0,4,,2,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-ezs-istex/directory/
ezmaster-webserver,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-webserver,A basic webserver used to host static files in an ezmaster instance. ,False,False,2017-02-11T22:06:39Z,2018-05-09T08:57:44Z,,1,0,,1,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-webserver/directory/
lodex-themes,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-themes,,False,False,2017-02-20T20:05:52Z,2018-10-15T12:52:39Z,,2,0,,0,CSS,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex-themes/directory/
ezmaster-globs,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-globs,Github LOcal Backup Server,False,False,2017-02-27T08:30:07Z,2019-07-16T19:31:50Z,,1,1,,0,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-globs/directory/
lodex-use-cases,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-use-cases,,False,False,2017-03-21T07:34:57Z,2019-01-31T16:36:53Z,,1,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex-use-cases/directory/
node-inist-roadmap,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-inist-roadmap,to use our roadmap from trello,False,False,2017-04-26T08:13:41Z,2017-04-26T08:14:05Z,,0,1,,1,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-inist-roadmap/directory/
lodex-doc,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-doc,User documentation for LODEX (GitBook),False,False,2017-05-15T08:56:10Z,2019-07-19T15:49:33Z,https://user-doc.lodex.inist.fr,1,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex-doc/directory/
pdf-figure-extractor,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/pdf-figure-extractor,:outbox_tray:Extract figure from pdf without text in it,False,False,2017-05-17T11:43:46Z,2019-01-21T11:03:53Z,,1,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/pdf-figure-extractor/directory/
KitGPEC,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/KitGPEC,Base de données permettant le traitements de compétences individuelles dans une démarche GPEC,False,False,2017-08-24T09:24:44Z,2017-08-25T11:38:15Z,,0,0,MIT License,0,Visual Basic,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/KitGPEC/directory/
ezmaster-cli,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-cli,Node wrapper for ezMaster's HTTP API & useful tools scripts using the API,False,False,2017-09-03T08:53:14Z,2018-05-14T21:09:23Z,,2,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-cli/directory/
ezmaster-automaton,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-automaton,ezmaster app used to auto upgrade an ezmaster application/instance.,False,False,2017-09-03T16:50:24Z,2018-07-16T16:23:38Z,,0,0,,1,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-automaton/directory/
lodex-users-doc,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-users-doc,Documentation LODEX orientée utilisateur,True,False,2017-09-15T15:39:23Z,2017-10-16T09:59:07Z,,0,0,,0,Shell,documentation,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex-users-doc/directory/
lodex-extended,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-extended,,False,False,2017-09-29T12:26:49Z,2019-07-15T13:19:30Z,,0,1,,2,,,False,
jussieu-web-home,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/jussieu-web-home,Site web appel de Jussieu,False,False,2017-10-03T16:06:50Z,2018-07-19T08:16:27Z,,0,0,,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/jussieu-web-home/directory/
ezmaster-mongo,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-mongo,Ezmasterization of mongodb,False,False,2017-11-08T18:07:43Z,2018-07-16T16:23:09Z,,0,0,,0,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-mongo/directory/
ezmaster-web-term,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-web-term,Web terminal used for debugging ezmaster stuff,False,False,2017-12-06T20:35:29Z,2017-12-06T20:36:52Z,,0,0,,1,Makefile,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-web-term/directory/
node-config-component,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-config-component,YAML config for nodejs,False,False,2018-01-23T13:07:33Z,2018-06-19T10:36:28Z,,3,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-config-component/directory/
lodex-workers,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-workers,A dedicated EZS server for LODEX,False,False,2018-04-03T08:46:00Z,2019-07-25T09:54:38Z,,0,0,,0,JavaScript,,False,
ezmaster-mysql,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-mysql,MySQL for EzMaster,False,False,2018-05-10T07:04:06Z,2019-05-15T09:22:56Z,,0,0,,0,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-mysql/directory/
ezmaster-phpserver,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-phpserver,PHP and Apache web server for EzMaster (usefull for Wordpress),False,False,2018-05-10T07:08:16Z,2019-05-15T12:02:49Z,,1,0,,0,Dockerfile,,False,
ezmaster-gitbook,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-gitbook,Gitbook for EzMaster,False,False,2018-05-14T16:46:28Z,2018-07-17T09:11:55Z,,1,0,MIT License,0,Shell,"docker,ezmaster,gitbook",True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-gitbook/directory/
ezmaster-jekyll,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/ezmaster-jekyll,Jekyll for ezmaster!,False,False,2018-06-14T14:07:05Z,2018-07-12T13:22:45Z,,0,0,,0,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/ezmaster-jekyll/directory/
node-ezs-lodex,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-ezs-lodex,A collection of ezs functions for Lodex,False,False,2018-06-23T10:41:13Z,2019-07-26T13:19:24Z,,0,0,,0,JavaScript,"ezs,json-ld,lodex,stream",False,
lodex-doc-gitbook-config,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-doc-gitbook-config,,False,False,2018-09-21T09:29:25Z,2018-09-21T09:29:53Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex-doc-gitbook-config/directory/
computron,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/computron,Another Node.js library for applying XSLT stylesheets to XML documents,False,False,2018-09-25T09:13:14Z,2019-07-12T09:02:15Z,,3,0,MIT License,0,C++,"addon,nodejs,xlst,xml",True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/computron/directory/
lodex-styleguide,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-styleguide,Style guide for Lodex,False,False,2018-10-10T13:20:06Z,2018-10-10T13:48:38Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex-styleguide/directory/
lodex-dumps,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-dumps,An ezmaster application to download LODEX exports and expose them on the web,False,False,2019-04-12T09:37:41Z,2019-06-25T07:51:09Z,,1,0,Other,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex-dumps/directory/
node-ezs-sparql,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/node-ezs-sparql,SPARQL module for ezs,False,False,2019-05-17T15:03:54Z,2019-05-28T15:04:22Z,,0,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/node-ezs-sparql/directory/
