nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
Redmine-mod-perl-auth,Irstea,GitHub,https://github.com/Irstea/Redmine-mod-perl-auth,An enhanced version of the mod_perl module used to provide Redmine authentication and authorization for Apache (mainly for Subversion HTTP(s) access),True,False,2016-06-14T06:58:44Z,2016-06-14T06:58:45Z,,0,0,,0,Perl,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Irstea/Redmine-mod-perl-auth/directory/
collec,Irstea,GitHub,https://github.com/Irstea/collec,Gestion des collections d'échantillon - management of samples collections,False,False,2016-11-25T09:04:27Z,2019-03-09T18:27:28Z,,6,2,GNU Affero General Public License v3.0,7,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Irstea/collec/directory/
alisma,Irstea,GitHub,https://github.com/Irstea/alisma,"Logiciel de collecte et de calcul de l'indicateur IBMR du réseau de national DCE de mesure hydro-biologique, selon la norme NF T95-395",False,False,2016-12-15T10:39:19Z,2018-10-24T13:28:44Z,https://hydrobio-dce.irstea.fr/cours-deau/macrophytes/alisma/,1,3,GNU General Public License v3.0,3,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Irstea/alisma/directory/
ALPFORPLOTS,Irstea,GitHub,https://github.com/Irstea/ALPFORPLOTS,,False,False,2017-01-09T09:06:54Z,2017-11-14T14:51:23Z,,1,0,,0,R,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Irstea/ALPFORPLOTS/directory/
otolithe,Irstea,GitHub,https://github.com/Irstea/otolithe,"Otolith is an application which allows you to place points referenced XY on photos to calculate specific indicators. It was designed specifically to analyze specific parts of fish, such as otoliths (ear bones), but can also be used to treat scaly, or possibly also of fin rays.",False,False,2018-11-07T08:45:12Z,2019-02-22T16:29:47Z,,0,0,GNU Affero General Public License v3.0,1,HTML,otolith,False,
escroc,Irstea,GitHub,https://github.com/Irstea/escroc,EscrocR: a R package implementing the model ESCROC,False,False,2018-11-21T14:13:00Z,2018-12-09T18:28:12Z,,0,0,Other,0,R,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Irstea/escroc/directory/
esfc,Irstea,GitHub,https://github.com/Irstea/esfc,,False,False,2019-02-18T13:14:30Z,2019-05-17T16:03:23Z,,0,0,GNU Affero General Public License v3.0,0,PHP,,False,
usact,Irstea,GitHub,https://github.com/Irstea/usact,,False,False,2019-02-19T14:20:14Z,2019-05-06T14:02:09Z,,0,0,GNU Affero General Public License v3.0,0,PHP,,False,
irrig,Irstea,GitHub,https://github.com/Irstea/irrig,"Specific Irrigation Ontology for the experimentation in Irstea, center Clermont Ferrand ",False,False,2019-04-08T14:21:27Z,2019-08-09T11:06:24Z,,0,1,MIT License,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Irstea/irrig/directory/
w3id.org,Irstea,GitHub,https://github.com/Irstea/w3id.org,Website source code for w3id.org,True,False,2019-04-08T14:26:49Z,2019-04-09T07:32:35Z,,0,0,,0,HTML,,False,
bd_patrimoine,Irstea,GitHub,https://github.com/Irstea/bd_patrimoine,Base de données pour l'étude du patrimoine dans un secteur géographique,False,False,2019-04-16T13:08:48Z,2019-05-17T12:44:05Z,,0,0,Other,0,,,False,
caso,Irstea,GitHub,https://github.com/Irstea/caso,,False,False,2019-04-29T12:30:46Z,2019-06-14T16:19:43Z,,0,1,MIT License,0,,,False,
filo-science,Irstea,GitHub,https://github.com/Irstea/filo-science,FIsh LOgger application for Science,False,False,2019-05-13T10:23:19Z,2019-05-15T07:08:01Z,,0,0,,4,,,False,
bsc12,Irstea,GitHub,https://github.com/Irstea/bsc12,,False,False,2019-06-03T09:30:55Z,2019-06-04T14:55:05Z,,0,0,,0,R,,False,
