nom,organisation_nom,plateforme,repertoire_url,description,est_fork,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics
librjmcmc,IGNF,GitHub,https://github.com/IGNF/librjmcmc,librjmcmc is a library for stochastic optimization based on reversible jump monte carlo markov chains coupled with simulated annealing.,False,2014-04-30T14:13:42Z,2018-11-24T21:59:05Z,http://ignf.github.io/librjmcmc/,14,9,Other,0,C++,
wxfreechart,IGNF,GitHub,https://github.com/IGNF/wxfreechart,cmake-compatible version of the freechart sublibrary of the wxCode project : http://wxcode.sourceforge.net/,False,2014-08-18T13:55:22Z,2018-08-29T01:43:24Z,,3,6,,2,C++,
building-inspector,IGNF,GitHub,https://github.com/IGNF/building-inspector,Kill time. Make history.,True,2014-11-01T14:12:48Z,2015-02-16T14:24:37Z,http://buildinginspector.nypl.org,1,1,Apache License 2.0,0,Ruby,
tactileo-quest,IGNF,GitHub,https://github.com/IGNF/tactileo-quest,Proof of concept to demonstrate the abilities of collecting information on a map to use in a serious game.,False,2015-01-14T10:49:02Z,2018-05-11T11:32:22Z,http://ignf.github.io/tactileo-quest/,2,2,Other,0,CSS,
librjmcmc4j,IGNF,GitHub,https://github.com/IGNF/librjmcmc4j,librjmcmc4j is a library for stochastic optimization based on reversible jump monte carlo markov chains coupled with simulated annealing. It is the java port of librjmcmc,False,2015-02-03T14:51:23Z,2018-10-19T09:00:17Z,,4,2,,0,Java,
evidence4j,IGNF,GitHub,https://github.com/IGNF/evidence4j,"A Dempster-Shafer (D-S) engine based on eVidenZ, an efficient D-S engine developed in C++ by the LRDE (Epita Research and Development laboratory).",False,2015-03-04T15:40:12Z,2018-09-27T06:22:45Z,,3,2,,0,Java,
gilviewer,IGNF,GitHub,https://github.com/IGNF/gilviewer,Automatically exported from code.google.com/p/gilviewer,False,2015-03-25T14:21:35Z,2018-11-24T21:59:07Z,,2,1,GNU Lesser General Public License v3.0,8,C++,
lidarformat,IGNF,GitHub,https://github.com/IGNF/lidarformat,Automatically exported from code.google.com/p/lidarformat,False,2015-04-10T08:36:31Z,2018-11-24T21:58:33Z,,4,1,GNU Lesser General Public License v3.0,1,C++,
librjmcmc4s,IGNF,GitHub,https://github.com/IGNF/librjmcmc4s,librjmcmc4s is a scala library for stochastic optimization based on reversible jump monte carlo markov chains coupled with simulated annealing. It is the scala port of librjmcmc.,False,2015-04-15T14:55:45Z,2016-03-02T09:41:30Z,,2,0,,0,Scala,
visio_dpc,IGNF,GitHub,https://github.com/IGNF/visio_dpc,Web interface for map comparison,True,2015-07-20T09:49:17Z,2016-02-09T14:16:50Z,,1,0,,0,JavaScript,
