nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
vitam,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/vitam,Digital Archives Management System developped by French government/Programme interministériel archives numériques ; core system.,False,False,2017-01-15T21:22:44Z,2019-07-29T08:26:17Z,,65,20,Other,7,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ProgrammeVitam/vitam/directory/
ProgrammeVitam.github.io,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/ProgrammeVitam.github.io,Programme Vitam static site/Site statique du Programme Vitam.,False,False,2017-01-15T22:27:35Z,2019-07-23T22:10:57Z,,0,0,Other,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ProgrammeVitam/ProgrammeVitam.github.io/directory/
generateur-seda,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/generateur-seda,"!!!! Version dépréciée au profit de sedatools !!! Générateur semi-automatique de SIP contenant des bordereaux sous forme de fichiers XML, conformes au standard SEDA 2.0.",False,True,2017-01-18T15:01:24Z,2019-03-28T09:30:43Z,https://github.com/ProgrammeVitam/sedatools,1,1,Other,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ProgrammeVitam/generateur-seda/directory/
mailextract,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/mailextract,"!!!! Version dépréciée car intégré désormais dans sedatools !!! Outil d'extraction de boite de messagerie (imap(s), thunderbird, outlook .pst, .msg...) générant une hiérarchies de fichiers correspondant aux ArchiveUnits à créer (format pivot avec generator-seda)",False,True,2018-01-29T09:43:59Z,2019-03-28T09:31:10Z,,3,0,Other,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ProgrammeVitam/mailextract/directory/
vitam-itests,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/vitam-itests,Digital Archives Management System developped by French government/Programme interministériel archives numériques ; non regression tests.,False,False,2018-03-27T10:29:26Z,2019-07-03T15:36:01Z,,0,1,,0,Gherkin,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ProgrammeVitam/vitam-itests/directory/
odftoolkit,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/odftoolkit,Apache ODF Toolkit (Incubating),True,False,2018-11-21T15:30:49Z,2018-11-21T15:31:01Z,,0,0,Apache License 2.0,0,Java,,False,
vitam-griffins,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/vitam-griffins,Dépôt git des greffons VITAM,False,False,2019-02-01T15:57:41Z,2019-07-03T15:37:05Z,,0,0,,0,Java,,False,
sedatools,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/sedatools,Bibliothèque SEDA et exemples d'usage,False,False,2019-02-01T16:10:37Z,2019-07-03T15:36:22Z,,0,0,Other,0,Java,,False,
java-libpst,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/java-libpst,,False,False,2019-03-18T14:37:55Z,2019-03-18T14:42:32Z,,0,0,,0,Java,,False,
elasticsearch-metrics-reporter-java,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/elasticsearch-metrics-reporter-java,"Metrics reporter, which reports to elasticsearch",True,False,2019-05-21T15:52:07Z,2019-05-22T15:22:32Z,,0,0,Apache License 2.0,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ProgrammeVitam/elasticsearch-metrics-reporter-java/directory/
java-libpst-origin,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/java-libpst-origin,"A library to read PST files with java, without need for external libraries.",True,False,2019-07-28T21:05:34Z,2019-07-28T21:06:00Z,,0,0,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ProgrammeVitam/java-libpst-origin/directory/
