nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
ADCP-libdev,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/ADCP-libdev,AD-control-paths libraries submodule,False,False,2016-08-26T14:55:46Z,2019-05-24T12:52:39Z,,2,2,Other,0,C,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/ADCP-libdev/directory/
ADCP-DirectoryCrawler,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/ADCP-DirectoryCrawler,AD-control-paths LDAP submodule,False,False,2016-08-26T14:58:20Z,2019-05-23T02:45:49Z,,8,3,Other,0,C,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/ADCP-DirectoryCrawler/directory/
SecuML,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/SecuML,Machine Learning for Computer Security,False,False,2016-09-05T08:15:59Z,2019-08-01T16:42:07Z,https://anssi-fr.github.io/SecuML,161,35,GNU General Public License v2.0,0,Python,"active-learning,gui,interactive-machine-learning,intrusion-detection,machine-learning,malware-detection,rare-category-detection",True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/SecuML/directory/
SmartPGP,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/SmartPGP,SmartPGP is a JavaCard implementation of the OpenPGP card specifications,False,False,2016-10-12T15:16:32Z,2019-07-30T17:53:15Z,,89,19,GNU General Public License v2.0,5,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/SmartPGP/directory/
bootcode_parser,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/bootcode_parser,"A boot record parser that identifies known good signatures for MBR, VBR and IPL.",False,False,2017-01-17T16:56:59Z,2019-07-26T11:50:01Z,,75,19,GNU General Public License v3.0,3,Python,"bios,boot-record,bootkit,forensics,ipl,mbr,vbr,windows",True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/bootcode_parser/directory/
libecc,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/libecc,Library for elliptic curves cryptography,False,False,2017-05-15T09:20:25Z,2019-07-29T20:02:57Z,,96,20,Other,2,C,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/libecc/directory/
Binacle,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/Binacle,Full-bin indexation of binary files,False,False,2017-05-15T15:13:27Z,2019-07-30T15:13:53Z,,82,8,Other,0,Rust,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/Binacle/directory/
packetweaver,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/packetweaver,A Python framework for script filing and task sequencing,False,False,2017-05-19T12:53:33Z,2019-05-01T15:13:15Z,,24,7,,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/packetweaver/directory/
ProTIP,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/ProTIP,ProTIP permet de caractériser la connectivité réelle entre composants d'une architecture PCI Express,False,False,2017-06-01T16:20:30Z,2019-04-12T09:00:14Z,,7,0,MIT License,0,Prolog,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/ProTIP/directory/
WSUS_Audit,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/WSUS_Audit,Auditing scripts for WSUS infrastructures,False,False,2017-06-07T07:46:12Z,2018-12-28T05:38:48Z,,5,0,,1,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/WSUS_Audit/directory/
route_leaks,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/route_leaks,BGP Route Leaks Detection,False,True,2017-06-20T13:12:04Z,2019-04-12T01:09:55Z,,49,14,Other,0,Python,"bgp,detection,leaks,route-leaks-detection",True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/route_leaks/directory/
pciemem,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/pciemem,"Linux kernel module for driving an USB3380 board, exposing a /dev/pciemem device node on the analysis machine representing the physical memory of the machine under test",False,False,2017-08-01T15:44:09Z,2018-12-28T13:35:08Z,,5,1,,0,C,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/pciemem/directory/
caml-crush,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/caml-crush,Caml Crush: an OCaml PKCS#11 filtering proxy,False,True,2017-12-08T13:00:31Z,2018-12-28T05:38:32Z,,2,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/caml-crush/directory/
opkcs11-tool,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/opkcs11-tool,opkcs11-tool: managing and operating PKCS #11 security tokens in OCaml,False,True,2017-12-08T13:57:22Z,2017-12-08T13:59:58Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/opkcs11-tool/directory/
secAES-ATmega8515,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/secAES-ATmega8515,Secure AES128 Encryption Implementation for ATmega8515,False,False,2018-01-05T10:39:53Z,2019-07-25T21:40:11Z,,15,8,,0,Assembly,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/secAES-ATmega8515/directory/
bits_parser,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/bits_parser,Extract BITS jobs from QMGR queue and store them as CSV records,False,False,2018-01-17T13:47:46Z,2019-07-12T17:14:51Z,,38,4,MIT License,0,Python,"forensics,incident-response,windows",True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/bits_parser/directory/
ASCAD,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/ASCAD,Side Channels Analysis and Deep Learning,False,False,2018-01-19T10:04:55Z,2019-08-07T10:05:31Z,,39,12,,5,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/ASCAD/directory/
transdep,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/transdep,Discover SPOF in DNS dependency graphs,False,False,2018-01-24T11:52:48Z,2019-07-24T12:38:41Z,,63,4,"BSD 2-Clause ""Simplified"" License",1,Go,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/transdep/directory/
FreeSpec,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/FreeSpec,Compositional reasoning framework for the Coq proof assistant,False,False,2018-01-26T16:34:46Z,2019-07-29T15:43:45Z,https://anssi-fr.github.io/FreeSpec,31,5,GNU General Public License v3.0,12,Coq,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/FreeSpec/directory/
libapn,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/libapn,"libapn is a header-based C++ library developed to study vectorial Boolean functions, including but not limited to APN functions.",False,False,2018-04-18T14:27:38Z,2019-05-19T10:11:16Z,,3,2,GNU General Public License v3.0,0,C++,,False,
parsifal,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/parsifal,Parsifal : an OCaml-based parsing engine,False,True,2018-08-27T12:34:56Z,2018-08-27T12:40:25Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/parsifal/directory/
concerto,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/concerto,Toolset to analyse TLS datasets,False,True,2018-08-27T12:41:32Z,2019-05-14T12:15:33Z,,1,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/concerto/directory/
pycrate,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/pycrate,A Python library to ease the development of encoders and decoders for various protocols and file formats; contains ASN.1 and CSN.1 compilers. ,False,True,2018-09-17T08:11:37Z,2019-05-25T14:52:58Z,,3,1,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/pycrate/directory/
caradoc,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/caradoc,A PDF parser and validator,False,True,2018-09-21T07:32:59Z,2019-06-30T19:21:29Z,,6,1,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/caradoc/directory/
coq-prelude,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/coq-prelude,General-purpose monad typeclass hierarchy for Coq,False,False,2018-09-21T15:00:07Z,2019-07-31T17:49:26Z,,1,1,GNU General Public License v3.0,2,Coq,,False,
audit-radius,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/audit-radius,A RADIUS authentication server audit tool,False,True,2018-10-15T14:40:52Z,2019-05-30T11:41:44Z,,58,15,,0,Python,,False,
rust-guide,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/rust-guide,Recommendations for secure applications development with Rust,False,False,2018-12-05T19:50:13Z,2019-08-06T16:17:10Z,https://anssi-fr.github.io/rust-guide,264,15,Other,10,,"good-practices,recommendations,rust,secure-coding",False,
ORADAD,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/ORADAD,Outil de récupération automatique des données de l'Active Directory / Automated tool for dumping Active Directory data,False,False,2018-12-18T13:27:49Z,2019-06-26T15:03:57Z,,67,9,GNU General Public License v3.0,0,C,,False,
ADTimeline,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/ADTimeline,PowerShell script creating a timeline of Active Directory changes with replication metadata,False,False,2019-01-08T15:11:36Z,2019-08-05T19:19:31Z,,116,12,GNU General Public License v3.0,0,PowerShell,"active-directory,dfir,forensics,powershell,timeline,windows",False,
mdbook-checklist,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/mdbook-checklist,mdbook preprocessor for generating checklists and indexes,False,False,2019-02-15T08:40:23Z,2019-04-30T07:50:07Z,,0,0,Other,0,Rust,,False,
cornetto,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/cornetto,Outil de gestion de version statique de site web,False,False,2019-05-06T09:38:29Z,2019-05-06T09:38:29Z,,0,0,,0,,,False,
SecAESSTM32,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/SecAESSTM32,Bibliothèque C et assembleur permettant le chiffrement/déchiffrement AES-128 de messages pour des composants grand public (famille STM32F3/STM32F4),False,False,2019-05-06T09:47:13Z,2019-07-30T11:18:47Z,,29,5,Other,0,C,,False,
x509-parser,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/x509-parser,a RTE-free X.509 parser,False,False,2019-06-03T12:22:56Z,2019-07-30T08:01:51Z,,20,3,Other,4,C,,False,
