nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
AD-permissions,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/AD-permissions,Active Directory permissions (ACL/ACE) auditing tools,False,False,2012-07-04T09:18:18Z,2019-05-25T11:53:56Z,,120,17,Other,0,PHP,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/AD-permissions/directory/
xsvgen,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/xsvgen,XML Schema Validator Generator,False,False,2013-05-21T12:36:23Z,2018-07-03T07:47:53Z,,10,2,Other,6,OCaml,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/xsvgen/directory/
SysvolExplorer,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/SysvolExplorer,Active Directory Group Policy analyzer,False,False,2014-04-10T13:11:12Z,2019-05-23T02:48:30Z,,51,14,,0,C++,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/SysvolExplorer/directory/
AD-control-paths,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/AD-control-paths,Active Directory Control Paths auditing and graphing tools,False,False,2014-07-07T15:26:43Z,2019-08-06T20:01:49Z,https://www.sstic.org/2014/presentation/chemins_de_controle_active_directory/,369,69,Other,1,C,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/AD-control-paths/directory/
picon,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/picon,Picon,False,False,2015-05-27T07:56:02Z,2019-04-12T08:13:28Z,,30,4,GNU Lesser General Public License v2.1,0,C,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/picon/directory/
tabi,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/tabi,BGP Hijack Detection,False,False,2016-02-04T15:27:01Z,2019-07-20T16:26:24Z,,81,27,Other,3,Python,"bgp,classification,detection,hijack",True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/tabi/directory/
mabo,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/mabo,MRT Parser,False,False,2016-02-04T15:27:23Z,2019-07-24T12:41:40Z,,42,6,Other,1,OCaml,"bgp,json,mrt,ocaml,parser",True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/mabo/directory/
OVALI,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/OVALI,"Generic graph exploration, manipulation and visualization tool (Outil de Visualisation et Analyse de Liens Inter-objets)",False,False,2016-03-01T15:59:21Z,2019-05-26T21:00:08Z,,26,14,"BSD 3-Clause ""New"" or ""Revised"" License",2,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/OVALI/directory/
polichombr,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/polichombr,Collaborative malware analysis framework,False,False,2016-05-31T18:54:28Z,2019-07-17T15:51:23Z,,258,47,Other,20,Python,"ida,ida-plugin,idapro,malware-analysis,malware-research,reverse-engineering,security-tools",True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/polichombr/directory/
nogaxeh,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/nogaxeh,Tools for analyzing hexagon code,False,False,2016-06-22T15:11:30Z,2019-05-12T01:53:17Z,,31,6,GNU General Public License v3.0,1,C++,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/nogaxeh/directory/
bmc-tools,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/bmc-tools,RDP Bitmap Cache parser,False,False,2016-06-27T11:32:35Z,2019-07-15T18:14:36Z,,95,18,Other,2,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/bmc-tools/directory/
