nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
ApieFrance.github.io,ApieFrance,GitHub,https://github.com/ApieFrance/ApieFrance.github.io,"L'APIE sur Github, pourquoi et comment ?",False,False,2014-11-07T16:07:17Z,2014-11-10T15:38:59Z,http://ApieFrance.github.io,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ApieFrance/ApieFrance.github.io/directory/
choosealicense.com,ApieFrance,GitHub,https://github.com/ApieFrance/choosealicense.com,A site to provide non-judgmental guidance on choosing a license for your open source project,True,False,2014-12-18T11:35:51Z,2014-12-18T11:35:51Z,http://choosealicense.com,0,0,Other,0,CSS,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ApieFrance/choosealicense.com/directory/
