nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
DMPonline_v4,OPIDoR,GitHub,https://github.com/OPIDoR/DMPonline_v4,New code for DMPonline developed by DCC,True,False,2017-01-30T16:05:02Z,2017-01-30T16:05:05Z,dmponline.dcc.ac.uk,0,0,GNU Affero General Public License v3.0,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/OPIDoR/DMPonline_v4/directory/
DMPOPIDoR,OPIDoR,GitHub,https://github.com/OPIDoR/DMPOPIDoR,DMP OPIDoR code base. Forked from DMPRoadmap,True,False,2017-06-26T07:52:46Z,2019-06-20T06:57:55Z,,2,0,MIT License,23,Ruby,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/OPIDoR/DMPOPIDoR/directory/
