nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
simupaye,DGAC,GitHub,https://github.com/DGAC/simupaye,Simulateur de salaire pour les agents de la DGAC.,False,False,2017-01-03T20:26:10Z,2018-08-08T13:58:46Z,https://dgac.github.io/simupaye/,0,0,GNU Affero General Public License v3.0,0,,dgac,True,https://archive.softwareheritage.org/browse/origin/https://github.com/DGAC/simupaye/directory/
MattermostModule,DGAC,GitHub,https://github.com/DGAC/MattermostModule,Mattermost Module for Zend Framework and Bootstrap,False,False,2018-01-25T08:08:06Z,2019-08-07T09:00:30Z,,1,0,GNU General Public License v3.0,7,JavaScript,"bootstrap,chatclient,chatroom,mattermost,zend-framework,zend-module",False,
nmb2b-phpclient,DGAC,GitHub,https://github.com/DGAC/nmb2b-phpclient,PHP Client for NM B2B Services,False,False,2018-04-15T06:32:29Z,2019-08-06T11:49:48Z,,1,0,GNU General Public License v3.0,0,PHP,"atc,b2b,eurocontrol,web-services",False,
dgac.github.io,DGAC,GitHub,https://github.com/DGAC/dgac.github.io,,False,False,2018-08-14T14:22:51Z,2018-08-15T07:48:38Z,,0,0,,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/DGAC/dgac.github.io/directory/
nmb2b-client-js,DGAC,GitHub,https://github.com/DGAC/nmb2b-client-js,NM B2B WebService client,False,False,2018-09-07T11:49:42Z,2019-07-08T12:24:18Z,,1,0,MIT License,24,TypeScript,"b2b,eurocontrol,nodejs",True,https://archive.softwareheritage.org/browse/origin/https://github.com/DGAC/nmb2b-client-js/directory/
nmb2b-client-js-example,DGAC,GitHub,https://github.com/DGAC/nmb2b-client-js-example,DGAC NM B2B Client usage example,False,False,2018-09-08T10:25:27Z,2018-12-23T21:15:36Z,,0,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/DGAC/nmb2b-client-js-example/directory/
