nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
dtermed.webapp.rivages,CEREMA,GitHub,https://github.com/CEREMA/dtermed.webapp.rivages,,False,False,2018-06-21T10:49:00Z,2018-06-25T10:30:48Z,https://github.com/CEREMA/dtermed.webapp.rivages,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.webapp.rivages/directory/
dtermed.webapp.bpclight,CEREMA,GitHub,https://github.com/CEREMA/dtermed.webapp.bpclight,,False,False,2018-06-25T14:07:37Z,2018-06-25T14:08:20Z,https://github.com/CEREMA/dtermed.webapp.bpclight,0,0,,0,JavaScript,,False,
dtermed.webapp.ecureuil,CEREMA,GitHub,https://github.com/CEREMA/dtermed.webapp.ecureuil,,False,False,2018-07-01T16:37:10Z,2018-07-02T12:45:46Z,https://github.com/CEREMA/dtermed.webapp.ecureuil,0,0,,0,JavaScript,,False,
dtermed.detection-friches,CEREMA,GitHub,https://github.com/CEREMA/dtermed.detection-friches,Participation de la DTerMed  aux défis du Challenge RST-Analytics-2018,False,False,2018-07-03T06:23:01Z,2018-08-08T15:37:40Z,,1,1,,2,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.detection-friches/directory/
territoires-ville.TempusAccess,CEREMA,GitHub,https://github.com/CEREMA/territoires-ville.TempusAccess,Plugin QGIS pour les calculs d'accessibilité par les réseaux de transport,False,False,2018-08-03T17:45:13Z,2019-07-18T11:26:53Z,,2,4,GNU General Public License v3.0,6,QML,"accessibility-analysis,calculator,gtfs,indicators,isochrone-map,multimodality,qgis-plugin,transport",True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/territoires-ville.TempusAccess/directory/
dterce.ressource_covadis,CEREMA,GitHub,https://github.com/CEREMA/dterce.ressource_covadis,Ensemble de scripts SQL pour administrer les référentiels selon les prescriptions de la COVADIS,False,False,2018-09-10T15:08:38Z,2019-08-09T02:59:42Z,,0,0,GNU General Public License v3.0,0,PLpgSQL,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dterce.ressource_covadis/directory/
dtermed.ML_bati_non-bati,CEREMA,GitHub,https://github.com/CEREMA/dtermed.ML_bati_non-bati,Utilisation de la classification automatique d'images (Machine Learning) pour la détection des bâtiments sur des  images aériennes.,False,False,2018-11-15T06:57:42Z,2018-11-23T16:12:09Z,,1,1,,9,Batchfile,,False,
dtermed.cours_opendata_ente,CEREMA,GitHub,https://github.com/CEREMA/dtermed.cours_opendata_ente,Supports de cours sur l'OpenData réalisés pour les apprenants de l'École Nationale des Techniciens de l'Équipement d'Aix-en-Provence,False,False,2019-02-06T15:23:18Z,2019-07-15T13:44:38Z,,2,1,,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.cours_opendata_ente/directory/
dterso.pluginQgis.CeremaCartEau,CEREMA,GitHub,https://github.com/CEREMA/dterso.pluginQgis.CeremaCartEau,"Plugin Qgis d'aide à l'extraction des zones en eau sur les images satellites, pour Qgis2  ",False,False,2019-04-09T08:42:55Z,2019-04-09T08:49:03Z,,1,0,GNU General Public License v3.0,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dterso.pluginQgis.CeremaCartEau/directory/
dterso.pluginQgis3.CeremaCartEau3,CEREMA,GitHub,https://github.com/CEREMA/dterso.pluginQgis3.CeremaCartEau3,Plugin Qgis3 d'aide à l'extraction des zones en eau sur les images satellites ,False,False,2019-04-09T08:50:07Z,2019-05-03T12:18:51Z,,1,0,GNU General Public License v3.0,2,Python,,False,
rivages-android,CEREMA,GitHub,https://github.com/CEREMA/rivages-android,Rivages,False,False,2019-05-16T13:46:38Z,2019-05-27T08:18:52Z,,0,0,,0,HTML,,False,
territoires-ville.DiagFeux,CEREMA,GitHub,https://github.com/CEREMA/territoires-ville.DiagFeux,Logiciel de conception du diagramme des feux d'un carrefour,False,False,2019-07-04T09:12:49Z,2019-07-09T11:18:10Z,,0,0,GNU General Public License v3.0,0,Visual Basic,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/territoires-ville.DiagFeux/directory/
territoires-ville.Giration,CEREMA,GitHub,https://github.com/CEREMA/territoires-ville.Giration,Logiciel permettant d'appréhender le déplacement d'un véhicule,False,False,2019-07-04T09:20:57Z,2019-07-09T11:18:57Z,,0,0,GNU General Public License v3.0,0,Visual Basic,,False,
territoires-ville.MiTemps,CEREMA,GitHub,https://github.com/CEREMA/territoires-ville.MiTemps,Logiciel de recueil des temps de parcours d'un véhicule,False,False,2019-07-04T09:32:59Z,2019-07-09T11:18:35Z,,0,0,GNU General Public License v3.0,0,Visual Basic,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/territoires-ville.MiTemps/directory/
territoires-ville.OndeV,CEREMA,GitHub,https://github.com/CEREMA/territoires-ville.OndeV,Logiciel de calcul de coordination de feux,False,False,2019-07-04T10:11:14Z,2019-07-09T11:19:27Z,,0,0,GNU General Public License v3.0,0,Visual Basic,,False,
dtermed.MobiTC,CEREMA,GitHub,https://github.com/CEREMA/dtermed.MobiTC,"Nouvelle version de MobiTC, logiciel de calcul de l'évolution diachronique de traits de côte",False,False,2019-07-30T09:41:16Z,2019-08-02T07:19:23Z,,0,0,,0,R,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.MobiTC/directory/
