nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
dtermed.dashboard,CEREMA,GitHub,https://github.com/CEREMA/dtermed.dashboard,Suivi de gestion du SII / DTERMED / CEREMA,False,False,2014-10-07T14:38:17Z,2018-06-08T11:05:43Z,,0,0,,2,JavaScript,,False,
dtermed.annuaire,CEREMA,GitHub,https://github.com/CEREMA/dtermed.annuaire,Annuaire CEREMA DTerMed,False,False,2014-10-07T14:46:14Z,2018-06-08T11:10:35Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.annuaire/directory/
dtermed.ecureuil,CEREMA,GitHub,https://github.com/CEREMA/dtermed.ecureuil,Gestion des appels d'offres,False,False,2014-10-08T08:35:40Z,2018-06-08T11:10:17Z,,0,0,,2,JavaScript,,False,
dtermed.cerema-info,CEREMA,GitHub,https://github.com/CEREMA/dtermed.cerema-info,CEREMA Info (publisher),False,False,2014-12-19T08:02:49Z,2018-06-11T10:26:53Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.cerema-info/directory/
dtermed-ceremao,CEREMA,GitHub,https://github.com/CEREMA/dtermed-ceremao,Gestion des appels d'offres mobiles,False,False,2015-01-29T14:41:31Z,2019-01-20T18:10:26Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed-ceremao/directory/
dtermed.bpclight-old,CEREMA,GitHub,https://github.com/CEREMA/dtermed.bpclight-old,Base de données centralisée du personnel,False,False,2015-01-29T16:35:06Z,2018-06-25T14:04:06Z,,0,0,,0,JavaScript,,False,
com.cerema.infocentre_old,CEREMA,GitHub,https://github.com/CEREMA/com.cerema.infocentre_old,CEREMA Infocentre,False,False,2015-02-09T13:54:27Z,2015-06-02T08:46:27Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/com.cerema.infocentre_old/directory/
dtermed.mobile.ecureuil,CEREMA,GitHub,https://github.com/CEREMA/dtermed.mobile.ecureuil,Projet mobile ecureuil,False,False,2015-03-06T14:23:58Z,2018-06-11T10:29:26Z,,0,0,,0,HTML,,False,
dtermed.preshume,CEREMA,GitHub,https://github.com/CEREMA/dtermed.preshume,Gestion prévisionnelle des RH,True,False,2015-07-17T11:35:34Z,2018-06-11T10:28:23Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.preshume/directory/
dtermed.db.preshume,CEREMA,GitHub,https://github.com/CEREMA/dtermed.db.preshume,sql,False,False,2015-07-17T11:47:38Z,2018-06-08T10:56:53Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.db.preshume/directory/
dtermed.cvrh.resalia,CEREMA,GitHub,https://github.com/CEREMA/dtermed.cvrh.resalia,Logiciel de Réservation du CVRH,False,False,2015-11-23T15:14:06Z,2018-06-08T11:08:31Z,,0,0,,15,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.cvrh.resalia/directory/
dtermed.sapei,CEREMA,GitHub,https://github.com/CEREMA/dtermed.sapei,Suivi d'activité,False,False,2016-01-15T12:37:36Z,2018-06-08T11:08:54Z,,0,0,,6,JavaScript,,False,
dtermed.virtualdesktop,CEREMA,GitHub,https://github.com/CEREMA/dtermed.virtualdesktop,2016 Project,False,False,2016-01-20T16:54:43Z,2018-06-11T10:03:48Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.virtualdesktop/directory/
dtermed.ticket2,CEREMA,GitHub,https://github.com/CEREMA/dtermed.ticket2,Ticket 2,False,False,2016-02-09T15:51:00Z,2018-06-08T11:14:37Z,,0,0,,0,JavaScript,,False,
dtermed.cloud2,CEREMA,GitHub,https://github.com/CEREMA/dtermed.cloud2,CEREMACloud 2 (android),False,False,2016-03-28T20:37:23Z,2018-06-08T11:11:36Z,,0,0,GNU General Public License v2.0,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.cloud2/directory/
dtermed.anywhere,CEREMA,GitHub,https://github.com/CEREMA/dtermed.anywhere,Access your files anywhere!,False,False,2016-04-29T13:16:03Z,2018-06-08T11:11:58Z,,0,0,,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.anywhere/directory/
dtermed.infocentre,CEREMA,GitHub,https://github.com/CEREMA/dtermed.infocentre,,False,False,2016-05-03T13:26:51Z,2018-06-08T11:03:03Z,,0,0,,0,JavaScript,,False,
dtermed.formulaires,CEREMA,GitHub,https://github.com/CEREMA/dtermed.formulaires,Formulaires DTerMed (alpha),False,False,2016-05-11T14:47:27Z,2018-06-08T11:16:42Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.formulaires/directory/
dtermed.owncloud,CEREMA,GitHub,https://github.com/CEREMA/dtermed.owncloud,,False,False,2016-05-25T14:25:32Z,2018-06-11T10:03:22Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.owncloud/directory/
dtermed.deploy,CEREMA,GitHub,https://github.com/CEREMA/dtermed.deploy,Omneedia Deploy Framework,False,False,2016-05-30T14:34:36Z,2018-06-08T11:14:04Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.deploy/directory/
dtermed.ticket,CEREMA,GitHub,https://github.com/CEREMA/dtermed.ticket,,False,False,2016-06-09T16:42:19Z,2018-06-08T11:14:21Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.ticket/directory/
dtermed.vibren,CEREMA,GitHub,https://github.com/CEREMA/dtermed.vibren,Projet VIBREN : Recueil et Analyse des signaux vibratoires,False,False,2016-06-12T19:20:21Z,2018-06-08T11:08:00Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.vibren/directory/
dtermed.bpclight2,CEREMA,GitHub,https://github.com/CEREMA/dtermed.bpclight2,Base du personnel Centralisée,False,False,2016-06-29T20:30:51Z,2018-06-08T11:12:18Z,,0,0,,0,JavaScript,,False,
dtermed.faveur,CEREMA,GitHub,https://github.com/CEREMA/dtermed.faveur,Faveur,False,False,2016-07-04T06:33:44Z,2018-06-08T11:09:56Z,,0,0,,0,JavaScript,,False,
dtermed.goprro,CEREMA,GitHub,https://github.com/CEREMA/dtermed.goprro,Suivi des visites des ouvrages de Protection contre les risques rocheux,False,False,2017-03-20T16:21:44Z,2018-06-08T11:06:34Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.goprro/directory/
dtermed.sysiphe-old,CEREMA,GitHub,https://github.com/CEREMA/dtermed.sysiphe-old,Gestion du parc informatique,False,False,2017-03-22T14:32:51Z,2018-06-08T11:06:09Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.sysiphe-old/directory/
dtermed.db.bpclight,CEREMA,GitHub,https://github.com/CEREMA/dtermed.db.bpclight,BPCLight sandbox,False,False,2017-04-06T07:43:17Z,2018-06-22T12:29:25Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.db.bpclight/directory/
dtermed.db.cerema.vibren,CEREMA,GitHub,https://github.com/CEREMA/dtermed.db.cerema.vibren,,False,False,2017-04-08T21:10:01Z,2018-06-08T11:04:09Z,,0,0,,0,,,False,
dtermed.sysiphe,CEREMA,GitHub,https://github.com/CEREMA/dtermed.sysiphe,Gestion du matériel informatique,False,False,2017-09-24T18:53:30Z,2018-06-08T11:02:36Z,,0,0,,0,JavaScript,,False,
dtermed.bpcmobile,CEREMA,GitHub,https://github.com/CEREMA/dtermed.bpcmobile,BPCMobile (work in progress),False,False,2017-10-13T21:03:55Z,2018-06-08T11:01:29Z,,0,0,,0,TypeScript,,False,
dtermed.rivages-old,CEREMA,GitHub,https://github.com/CEREMA/dtermed.rivages-old,Rivages,False,False,2017-12-11T17:39:01Z,2018-06-08T11:00:52Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.rivages-old/directory/
dtermed.ecureuilmobile,CEREMA,GitHub,https://github.com/CEREMA/dtermed.ecureuilmobile,Ecureuil Mobile,False,False,2018-01-16T12:56:02Z,2018-06-08T10:54:15Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.ecureuilmobile/directory/
dtermed.ecureuilmobile2,CEREMA,GitHub,https://github.com/CEREMA/dtermed.ecureuilmobile2,Gestion des appels d'offres (version mobile),False,False,2018-03-03T21:31:49Z,2018-06-08T10:53:50Z,,0,0,,0,JavaScript,,False,
dtermed.rivages,CEREMA,GitHub,https://github.com/CEREMA/dtermed.rivages,,False,False,2018-03-23T07:37:06Z,2018-06-08T09:30:12Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.rivages/directory/
dsi.adutils,CEREMA,GitHub,https://github.com/CEREMA/dsi.adutils,API for Active Directory manipulation without any knowledge in writing ldap request (Spring integration),False,False,2018-06-08T08:03:03Z,2018-11-16T07:40:45Z,,0,0,,0,Java,,False,
