nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
udata,opendatateam,GitHub,https://github.com/opendatateam/udata,Customizable and skinnable social platform dedicated to (open)data.,False,False,2014-04-25T09:57:34Z,2019-08-11T10:21:29Z,http://udata.readthedocs.org,145,60,GNU Affero General Public License v3.0,115,Python,"flask,flask-restplus,opendata,portal,python,vue,vuejs",True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata/directory/
udata-youckan,opendatateam,GitHub,https://github.com/opendatateam/udata-youckan,YouCKAN Auth support for uData,False,False,2014-05-21T19:03:13Z,2018-04-22T01:50:04Z,,1,3,GNU Affero General Public License v3.0,0,Python,"oauth2,python,sso,udata,udata-youckan,youckan",True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-youckan/directory/
udata-piwik,opendatateam,GitHub,https://github.com/opendatateam/udata-piwik,Piwik support for uData,False,False,2014-09-24T05:52:59Z,2019-05-15T11:21:17Z,,3,4,,10,Python,"analytics,opendata,piwik,python,udata",True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-piwik/directory/
croquemort,opendatateam,GitHub,https://github.com/opendatateam/croquemort,A micro service to check dead links efficiently and asynchronously. In use at https://www.data.gouv.fr/,False,False,2015-05-26T07:06:48Z,2019-05-10T13:41:06Z,,26,5,MIT License,19,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/croquemort/directory/
udata-id,opendatateam,GitHub,https://github.com/opendatateam/udata-id,Binding for id.data.gouv.fr and udata project,False,False,2016-08-24T16:16:22Z,2016-11-28T16:28:54Z,,1,0,GNU Affero General Public License v3.0,1,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-id/directory/
docker-udata,opendatateam,GitHub,https://github.com/opendatateam/docker-udata,udata and plugins all-in-one Docker image,False,False,2016-12-07T18:43:53Z,2019-07-25T10:46:22Z,,10,5,MIT License,4,Dockerfile,"docker-image,elasticsearch,redis,standalone,theme,udata,udata-configuration,uwsgi",True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/docker-udata/directory/
docker-elasticsearch,opendatateam,GitHub,https://github.com/opendatateam/docker-elasticsearch,Official Elastcisearch image with preinstalled analysis-icu plugin,False,False,2016-12-09T12:52:02Z,2016-12-09T12:52:02Z,,0,0,,1,,"docker,docker-elasticsearch,elasticsearch,icu,udata",True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/docker-elasticsearch/directory/
udata-admin,opendatateam,GitHub,https://github.com/opendatateam/udata-admin,Administration interface for udata,False,False,2017-03-08T16:38:30Z,2018-11-28T16:00:13Z,,2,1,,0,Vue,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-admin/directory/
udata-cli,opendatateam,GitHub,https://github.com/opendatateam/udata-cli,A udata API console client for common administrative tasks,False,False,2017-03-21T13:55:53Z,2018-12-03T09:55:08Z,,0,0,MIT License,0,Python,"admin,api,cli,python,python3,udata,udata-api,udata-cli",True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-cli/directory/
cookiecutter-udata-theme,opendatateam,GitHub,https://github.com/opendatateam/cookiecutter-udata-theme,A cookiecutter template for a uData theme,False,False,2017-03-26T17:58:42Z,2018-03-22T14:54:19Z,,0,1,MIT License,0,Python,"cookiecutter-template,udata-theme",True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/cookiecutter-udata-theme/directory/
udata-dockers,opendatateam,GitHub,https://github.com/opendatateam/udata-dockers,"Common udata docker images (base system dependencies, build environment)",False,False,2017-05-05T18:18:40Z,2019-06-06T07:22:04Z,,3,1,MIT License,0,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-dockers/directory/
cookiecutter-udata-harvester,opendatateam,GitHub,https://github.com/opendatateam/cookiecutter-udata-harvester,A cookiecutter template for a single uData harvester,False,False,2017-06-01T06:38:48Z,2017-06-26T15:33:01Z,,0,2,MIT License,0,Python,"cookiecutter-template,udata-harvester",True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/cookiecutter-udata-harvester/directory/
