nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
udata-explorer,opendatateam,GitHub,https://github.com/opendatateam/udata-explorer,"Query udata datasets and explore them, in Jupyter Notebook for example.",False,False,2017-06-22T10:02:45Z,2018-03-23T08:47:40Z,,2,1,Apache License 2.0,0,Jupyter Notebook,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-explorer/directory/
udata-croquemort,opendatateam,GitHub,https://github.com/opendatateam/udata-croquemort,Integration between udata and croquemort,False,False,2017-08-01T16:03:08Z,2019-05-20T15:12:11Z,,0,2,MIT License,10,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-croquemort/directory/
docker-mongo-test,opendatateam,GitHub,https://github.com/opendatateam/docker-mongo-test,A  MongoDB version tuned for fast testing,False,False,2017-09-10T19:47:20Z,2017-09-10T19:56:08Z,,0,0,,0,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/docker-mongo-test/directory/
udata-ods,opendatateam,GitHub,https://github.com/opendatateam/udata-ods,OpenDataSoft integration for udata,False,False,2017-10-06T08:58:47Z,2019-05-29T09:47:01Z,,2,2,GNU Affero General Public License v3.0,11,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-ods/directory/
udata-ckan,opendatateam,GitHub,https://github.com/opendatateam/udata-ckan,CKAN integration for udata,False,False,2017-10-11T15:44:08Z,2019-06-06T07:22:48Z,,2,2,,12,Python,"ckan,harvester,open-data,opendata,udata",True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-ckan/directory/
ansible-udata,opendatateam,GitHub,https://github.com/opendatateam/ansible-udata,Ansible role for udata,False,False,2017-12-04T11:25:46Z,2017-12-04T12:16:42Z,,1,0,MIT License,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/ansible-udata/directory/
udata-piwik-docker,opendatateam,GitHub,https://github.com/opendatateam/udata-piwik-docker,A docker image for testing purposes on the udata-piwik project.,False,False,2017-12-13T14:20:32Z,2017-12-13T14:28:55Z,,0,0,,0,PHP,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-piwik-docker/directory/
udata-search-indicator,opendatateam,GitHub,https://github.com/opendatateam/udata-search-indicator,Tests search queries on udata and build reports as a static site,False,False,2018-02-20T14:49:47Z,2018-02-20T14:49:47Z,,0,0,MIT License,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-search-indicator/directory/
udata-recommendations,opendatateam,GitHub,https://github.com/opendatateam/udata-recommendations,uData content recommendations bridge,False,False,2018-04-11T14:38:25Z,2019-02-01T11:48:58Z,,1,2,MIT License,10,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-recommendations/directory/
csvapi,opendatateam,GitHub,https://github.com/opendatateam/csvapi,An instant JSON API for your CSV,False,False,2018-04-13T10:15:51Z,2019-06-06T07:42:46Z,,6,0,MIT License,2,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/csvapi/directory/
csvapi-front,opendatateam,GitHub,https://github.com/opendatateam/csvapi-front,A simple frontend for https://github.com/abulte/csvapi,False,False,2018-04-26T16:14:13Z,2018-09-20T09:04:15Z,,0,0,MIT License,0,Vue,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/csvapi-front/directory/
cookiecutter-udata-plugin,opendatateam,GitHub,https://github.com/opendatateam/cookiecutter-udata-plugin,A cookiecutter template for a uData package (containing one or more plugin),False,False,2018-05-07T16:01:36Z,2018-10-04T17:02:11Z,,0,0,MIT License,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/cookiecutter-udata-plugin/directory/
docker-ckan-test,opendatateam,GitHub,https://github.com/opendatateam/docker-ckan-test,A custom CKAN testing image (not meant to be used in production),False,False,2018-05-17T12:59:09Z,2018-05-22T21:17:48Z,,0,0,MIT License,0,Python,,False,
udata-tabular-preview,opendatateam,GitHub,https://github.com/opendatateam/udata-tabular-preview,"A plugin to preview tabular files (CSV, Excel, ...)",False,False,2018-05-31T17:29:58Z,2018-10-02T14:50:14Z,,0,1,,2,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-tabular-preview/directory/
udata-kerberos,opendatateam,GitHub,https://github.com/opendatateam/udata-kerberos,,False,False,2018-05-31T17:30:22Z,2018-05-31T17:30:22Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-kerberos/directory/
docker-kerberos-test,opendatateam,GitHub,https://github.com/opendatateam/docker-kerberos-test,A Kerberos/KDC server for testing purpose only,False,False,2018-06-15T11:23:26Z,2018-06-15T11:29:58Z,,0,0,MIT License,0,,,False,
identity,opendatateam,GitHub,https://github.com/opendatateam/identity,Opendata team and udata visual and identity elements,False,False,2018-06-19T07:29:16Z,2018-06-21T17:33:07Z,,0,2,,0,,,False,
getudata.org,opendatateam,GitHub,https://github.com/opendatateam/getudata.org,udata official website,False,False,2018-08-02T14:13:21Z,2019-06-06T07:20:50Z,https://getudata.org,1,4,MIT License,1,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/getudata.org/directory/
dataexplorer,opendatateam,GitHub,https://github.com/opendatateam/dataexplorer,Alternative udata-tabular-preview UI,True,False,2018-08-28T13:25:53Z,2018-09-10T12:07:15Z,,0,1,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/dataexplorer/directory/
datapackage-pipelines-udata,opendatateam,GitHub,https://github.com/opendatateam/datapackage-pipelines-udata, Udata Data Package extensions to Datapackage Pipelines,False,False,2018-08-29T16:00:02Z,2018-09-12T11:03:17Z,,4,0,MIT License,0,Python,,False,
udata-ldap,opendatateam,GitHub,https://github.com/opendatateam/udata-ldap,LDAP authentification for udata,False,False,2018-09-05T13:18:36Z,2019-06-06T07:23:55Z,,1,1,MIT License,1,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-ldap/directory/
udata-link-proxy,opendatateam,GitHub,https://github.com/opendatateam/udata-link-proxy,udata gateway to link-proxy (https://github.com/geodatagouv/link-proxy),False,False,2018-09-13T14:39:30Z,2018-09-18T09:22:16Z,,1,0,,0,Python,,False,
datopolis,opendatateam,GitHub,https://github.com/opendatateam/datopolis,(French) translation effort for the Datopolis board game,True,False,2018-10-06T11:58:43Z,2018-10-11T14:17:35Z,,2,1,Other,0,Ruby,,False,
csvapi-parser,opendatateam,GitHub,https://github.com/opendatateam/csvapi-parser,CSV parser (for csvapi),False,False,2018-10-09T13:52:48Z,2018-10-10T09:30:23Z,,0,0,,0,Python,,False,
udata-meta,opendatateam,GitHub,https://github.com/opendatateam/udata-meta,Information about the udata* project,False,False,2019-02-07T16:16:59Z,2019-06-06T07:43:56Z,,2,0,GNU Affero General Public License v3.0,0,,,False,
udata-twitter,opendatateam,GitHub,https://github.com/opendatateam/udata-twitter,Twitter integration for udata,False,False,2019-02-28T11:05:56Z,2019-02-28T11:05:56Z,,0,0,,0,,,False,
udata-ask,opendatateam,GitHub,https://github.com/opendatateam/udata-ask,Ask for datasets within udata,False,False,2019-02-28T11:06:19Z,2019-02-28T11:06:19Z,,0,0,,0,,,False,
udata-metrics,opendatateam,GitHub,https://github.com/opendatateam/udata-metrics,Expose and export udata metrics,False,False,2019-03-21T14:29:53Z,2019-03-21T14:29:53Z,,0,0,,0,,,False,
