nom,organisation_nom,plateforme,repertoire_url,description,est_fork,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics
chouette,afimb,GitHub,https://github.com/afimb/chouette,chouette is a Java program for validating and exchanging Public Transport datas. Comes with a ruby web app : https://github.com/afimb/chouette2,False,2013-07-16T14:41:26Z,2019-06-21T13:38:43Z,http://www.chouette.mobi,21,16,Other,10,Java,
chouette2,afimb,GitHub,https://github.com/afimb/chouette2,"chouette2 is a Ruby on Rails web app for editing, reading, validating and exchanging Public Transport datas. To be installed together with https://github.com/afimb/chouette",False,2013-07-18T13:12:00Z,2019-05-23T02:20:05Z,http://www.chouette.mobi,28,17,Other,7,Ruby,
ninoxe,afimb,GitHub,https://github.com/afimb/ninoxe,A ruby gem for managing Public Transport data (used by chouette2),False,2013-07-23T13:37:27Z,2016-02-09T16:00:19Z,,2,0,MIT License,1,Ruby,
irys-chouette,afimb,GitHub,https://github.com/afimb/irys-chouette,"Irys-chouette is a java open source project implementing SIRI services for real time public transport data exchange (on top of irys, works with chouette)",False,2013-07-23T13:39:38Z,2017-06-02T08:56:37Z,http://www.chouette.mobi,2,0,Other,0,Java,
irys,afimb,GitHub,https://github.com/afimb/irys,Irys is a java open source project implementing SIRI services for real time public transport data exchange,False,2013-07-23T13:39:53Z,2019-03-16T12:58:34Z,http://www.chouette.mobi,4,2,Other,0,Java,
siri_api,afimb,GitHub,https://github.com/afimb/siri_api,siri_api is a Java library that map SIRI WSDL on Java classes,False,2013-07-24T15:37:21Z,2017-09-04T01:27:10Z,http://www.chouette.mobi,2,0,Other,0,,
webtopo_api,afimb,GitHub,https://github.com/afimb/webtopo_api,webtopo_api is a Java library that implements Web Service for initializing a SIRI server with planned timetable for a day,False,2013-07-24T15:37:40Z,2018-02-24T06:50:06Z,http://www.chouette.mobi,2,0,Other,0,,
compliance,afimb,GitHub,https://github.com/afimb/compliance,documentation helper to produce pages for validation tests descriptions,False,2014-02-19T16:03:57Z,2015-01-21T07:27:01Z,,1,0,Other,0,Ruby,
chouette-pkg,afimb,GitHub,https://github.com/afimb/chouette-pkg,package scripting for chouette and irys,False,2014-06-02T09:02:17Z,2015-01-21T07:26:53Z,,1,0,,0,Shell,
irys-demo,afimb,GitHub,https://github.com/afimb/irys-demo,Client de démonstration pour le protocole SIRI,False,2015-08-17T12:21:20Z,2016-02-15T09:49:21Z,,0,0,,1,CoffeeScript,
siri_lite,afimb,GitHub,https://github.com/afimb/siri_lite,a brigde between siri server and siri-lite clients,False,2015-10-27T08:52:26Z,2018-03-16T10:14:22Z,,6,3,Other,2,Java,
cvdtc,afimb,GitHub,https://github.com/afimb/cvdtc,Conversion et Validation des Données de Transport Collectif (Formats : GTFS et Neptune).,False,2015-11-18T09:03:00Z,2019-06-05T14:38:37Z,http://www.conversion-validation-donnees-tc.org,4,3,Other,1,Ruby,
cvdtc-i18n,afimb,GitHub,https://github.com/afimb/cvdtc-i18n,,False,2015-11-19T13:13:31Z,2016-01-13T10:35:31Z,,1,0,MIT License,0,Ruby,
ievkit,afimb,GitHub,https://github.com/afimb/ievkit,,False,2015-11-20T15:51:00Z,2016-11-28T10:03:15Z,,1,1,Other,0,Ruby,
gtfslib-python,afimb,GitHub,https://github.com/afimb/gtfslib-python,An open source library in python for reading GTFS files and computing various stats and indicators about Public Transport networks,False,2015-12-15T12:24:34Z,2019-07-16T14:15:50Z,,34,7,GNU General Public License v3.0,5,Python,
siri-validator,afimb,GitHub,https://github.com/afimb/siri-validator,Siri Validation Tools,False,2015-12-17T07:33:37Z,2016-05-20T08:37:25Z,,0,1,Other,1,Java,
cvdtc_cv,afimb,GitHub,https://github.com/afimb/cvdtc_cv,backoffice for cvdtc,False,2016-02-24T10:47:17Z,2016-09-09T18:37:05Z,,2,1,Other,0,Java,
docker-chouette,afimb,GitHub,https://github.com/afimb/docker-chouette,a container for the chouette web application,False,2016-03-23T07:54:29Z,2018-07-13T08:52:57Z,,3,1,,0,Shell,
chouette2-i18n,afimb,GitHub,https://github.com/afimb/chouette2-i18n,,False,2016-05-10T14:03:10Z,2016-05-10T14:19:09Z,,0,3,MIT License,0,Ruby,
chouette-projects-i18n,afimb,GitHub,https://github.com/afimb/chouette-projects-i18n,,False,2016-05-11T08:02:04Z,2016-05-11T08:14:13Z,,0,2,MIT License,0,Ruby,
docker-cvdtc,afimb,GitHub,https://github.com/afimb/docker-cvdtc,,False,2016-06-07T13:26:04Z,2016-06-07T13:34:52Z,,1,0,,0,Shell,
ievkit_views,afimb,GitHub,https://github.com/afimb/ievkit_views,,False,2016-07-18T12:21:00Z,2016-07-18T12:25:00Z,,0,1,MIT License,1,Ruby,
irys-demo-au,afimb,GitHub,https://github.com/afimb/irys-demo-au,Demo client for SIRI protocol developed with Aurelia.,False,2016-10-04T15:23:19Z,2016-12-07T10:46:43Z,,0,1,,0,JavaScript,
