nom,organisation_nom,plateforme,repertoire_url,description,est_fork,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
ginco,culturecommunication,GitHub,https://github.com/culturecommunication/ginco,Gestion Informatisée de Nomenclatures Collaboratives et Ouvertes,False,2013-01-25T16:31:32Z,2018-06-30T10:07:57Z,http://culturecommunication.github.io/ginco/,33,20,Other,14,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/culturecommunication/ginco/directory/
ginco-diff,culturecommunication,GitHub,https://github.com/culturecommunication/ginco-diff,Outil de publication de Thesaurus pour le web sémantique,False,2013-11-15T14:49:37Z,2016-12-14T14:14:14Z,,4,3,Other,1,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/culturecommunication/ginco-diff/directory/
francearchives-cubicweb,culturecommunication,GitHub,https://github.com/culturecommunication/francearchives-cubicweb,,False,2019-05-07T09:52:24Z,2019-05-07T16:21:13Z,,1,0,Other,0,Python,,False,
francearchives-cubicweb-edition,culturecommunication,GitHub,https://github.com/culturecommunication/francearchives-cubicweb-edition,,False,2019-05-07T09:53:17Z,2019-05-07T16:21:12Z,,2,0,Other,0,Python,,False,
