nom,organisation_nom,plateforme,repertoire_url,description,est_fork,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics
Redmine-mod-perl-auth,Irstea,GitHub,https://github.com/Irstea/Redmine-mod-perl-auth,An enhanced version of the mod_perl module used to provide Redmine authentication and authorization for Apache (mainly for Subversion HTTP(s) access),True,2016-06-14T06:58:44Z,2016-06-14T06:58:45Z,,0,0,,0,Perl,
collec,Irstea,GitHub,https://github.com/Irstea/collec,Gestion des collections d'échantillon - management of samples collections,False,2016-11-25T09:04:27Z,2019-03-09T18:27:28Z,,6,2,GNU Affero General Public License v3.0,20,HTML,
alisma,Irstea,GitHub,https://github.com/Irstea/alisma,"Logiciel de collecte et de calcul de l'indicateur IBMR du réseau de national DCE de mesure hydro-biologique, selon la norme NF T95-395",False,2016-12-15T10:39:19Z,2018-10-24T13:28:44Z,https://hydrobio-dce.irstea.fr/cours-deau/macrophytes/alisma/,1,3,GNU General Public License v3.0,3,Java,
ALPFORPLOTS,Irstea,GitHub,https://github.com/Irstea/ALPFORPLOTS,,False,2017-01-09T09:06:54Z,2017-11-14T14:51:23Z,,1,0,,0,R,
otolithe,Irstea,GitHub,https://github.com/Irstea/otolithe,"Otolith is an application which allows you to place points referenced XY on photos to calculate specific indicators. It was designed specifically to analyze specific parts of fish, such as otoliths (ear bones), but can also be used to treat scaly, or possibly also of fin rays.",False,2018-11-07T08:45:12Z,2019-02-22T16:29:47Z,,0,0,GNU Affero General Public License v3.0,0,HTML,otolith
escroc,Irstea,GitHub,https://github.com/Irstea/escroc,EscrocR: a R package implementing the model ESCROC,False,2018-11-21T14:13:00Z,2018-12-09T18:28:12Z,,0,0,Other,0,R,
esfc,Irstea,GitHub,https://github.com/Irstea/esfc,,False,2019-02-18T13:14:30Z,2019-02-18T13:38:53Z,,0,0,GNU Affero General Public License v3.0,0,,
usact,Irstea,GitHub,https://github.com/Irstea/usact,,False,2019-02-19T14:20:14Z,2019-02-19T14:20:18Z,,0,0,GNU Affero General Public License v3.0,0,,
casoo,Irstea,GitHub,https://github.com/Irstea/casoo,Context Aware System Observation Ontology,False,2019-04-08T14:19:28Z,2019-04-08T14:19:31Z,,0,0,MIT License,0,,
irrig,Irstea,GitHub,https://github.com/Irstea/irrig,"Specific Irrigation Ontology for the experimentation in Irstea, center Clermont Ferrand ",False,2019-04-08T14:21:27Z,2019-04-08T14:21:29Z,,0,0,MIT License,0,,
w3id.org,Irstea,GitHub,https://github.com/Irstea/w3id.org,Website source code for w3id.org,True,2019-04-08T14:26:49Z,2019-04-08T14:26:52Z,,0,0,,0,HTML,
