nom,organisation_nom,plateforme,repertoire_url,description,est_fork,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics
2012.edgefest.fr,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/2012.edgefest.fr,EdgeFest 2012 static website,False,2012-05-29T15:53:00Z,2015-09-18T19:15:48Z,http://www.edgefest.fr/,1,0,,1,HTML,
hacklechalet,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/hacklechalet,website for HackLeChalet,False,2013-01-24T17:47:24Z,2013-10-07T00:19:04Z,,0,0,,0,JavaScript,
2013.edgefest.fr,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/2013.edgefest.fr,http://www.edgefest.fr,False,2013-05-31T10:58:54Z,2015-09-18T19:13:23Z,,0,0,,0,HTML,
strasbourgstartups,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/strasbourgstartups,Le site de la communauté Strasbourg Startups,False,2013-06-28T15:02:17Z,2018-08-02T14:01:57Z,https://www.strasbourg-startups.com,0,9,,12,Ruby,
alsacedigitale-members,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/alsacedigitale-members,,False,2013-07-07T10:00:36Z,2013-10-04T23:49:29Z,,0,1,,2,Ruby,
devoxx4kids,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/devoxx4kids,,False,2013-07-07T15:46:19Z,2014-02-12T11:09:34Z,,0,0,,0,JavaScript,
medhack,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/medhack,,False,2013-07-20T22:43:44Z,2014-06-01T08:38:55Z,,1,2,,1,CSS,
alsacedigitale.org,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/alsacedigitale.org,Site web de l'association,False,2013-10-11T22:40:23Z,2018-12-10T14:37:51Z,,1,2,,2,JavaScript,
geeksonafarm_2014,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/geeksonafarm_2014,Geeks on a Farm 2014 website,False,2014-04-02T14:37:43Z,2015-03-24T09:54:24Z,http://www.geeksonafarm.com,0,1,,0,HTML,
edgefest-hacking,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/edgefest-hacking,Plop Plop,False,2014-05-09T21:00:24Z,2014-05-09T21:07:08Z,http://www.edgefest.fr/,0,0,,0,,
lancement-frenchtechalsace,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/lancement-frenchtechalsace,Lancement French Tech Alsace,False,2014-05-22T22:20:31Z,2014-06-11T07:40:22Z,http://www.lancement-frenchtechalsace.com/,0,0,,0,CSS,
www.edgefest.fr,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/www.edgefest.fr,EdgeFest website,False,2014-05-30T12:13:26Z,2018-06-28T10:54:23Z,,1,5,,0,HTML,
edgefest-hacking-web-2014,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/edgefest-hacking-web-2014,,False,2014-06-16T13:49:49Z,2015-11-05T08:42:07Z,,1,2,,0,CSS,
hhcamp_old,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/hhcamp_old,,False,2014-08-20T08:25:20Z,2014-11-29T17:16:37Z,,1,0,,0,CSS,
hhcamp_2015,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/hhcamp_2015,,False,2014-11-01T09:26:36Z,2015-05-07T10:46:13Z,http://alsacedigitale.github.io/hhcamp_2015/,2,1,,10,HTML,
geeksonafarm_2015,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/geeksonafarm_2015,Geeks on a Farm 2015,False,2015-03-23T13:21:40Z,2015-05-15T12:14:16Z,,1,2,,1,HTML,
2014.edgefest.fr,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/2014.edgefest.fr,,False,2015-05-26T21:31:39Z,2015-05-26T21:33:39Z,,0,0,,0,HTML,
straliens-server,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/straliens-server,Straliens Server,False,2015-06-03T11:38:54Z,2015-06-29T17:06:29Z,http://straliens.eu,3,2,GNU Lesser General Public License v2.1,0,CoffeeScript,
straliens-landing,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/straliens-landing,,False,2015-06-03T16:35:03Z,2015-06-03T16:42:01Z,,1,0,,0,CSS,
straliens-app,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/straliens-app,Straliens Web App,False,2015-06-05T21:57:37Z,2015-06-30T12:19:37Z,,0,2,,0,CSS,
straliens-check,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/straliens-check,,False,2015-07-01T10:19:49Z,2015-07-01T10:25:51Z,,0,0,,0,JavaScript,
AlsaceDigitale.github.io,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/AlsaceDigitale.github.io,Site web plaquette pour HIC,False,2015-08-28T21:40:15Z,2018-10-12T15:05:57Z,,0,2,,0,PHP,
2015.hackingindustry.camp,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/2015.hackingindustry.camp,Archive du site du Hacking Industry Camp 2015,False,2016-05-10T12:42:17Z,2016-05-10T12:47:23Z,,0,0,,0,PHP,
2015.edgefest.fr,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/2015.edgefest.fr,,False,2016-05-17T09:00:00Z,2016-05-17T09:06:46Z,,0,0,,0,HTML,
edgefest2016-dropped,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/edgefest2016-dropped,Projet HackSXB pour EdgeFest 2016,False,2016-05-28T16:47:52Z,2016-07-20T20:24:08Z,,2,0,,0,C++,
hopnsplash,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/hopnsplash,Jeu Hop'n'Splash by HackSXB développé pour EdgeFest 2016,True,2016-07-20T20:24:38Z,2017-04-20T18:22:10Z,,1,1,MIT License,0,C#,
hopnsplash-water,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/hopnsplash-water,Projet HackSXB complémentaire pour EdgeFest2016,True,2016-07-20T20:36:15Z,2018-03-27T20:00:05Z,,1,0,GNU General Public License v3.0,0,Arduino,
www.hacksxb.com,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/www.hacksxb.com,Site web de la communauté HackSXB,False,2016-08-18T11:35:08Z,2019-03-25T10:34:55Z,,1,0,,0,HTML,
2016.edgefest.fr,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/2016.edgefest.fr,,False,2017-05-12T08:36:39Z,2017-05-12T08:42:49Z,,0,0,,0,HTML,
hopnsplash-water-server,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/hopnsplash-water-server,node server to write on serial port for hopnsplash-water,False,2017-05-26T12:47:49Z,2017-05-26T13:05:51Z,,0,0,,0,JavaScript,
2016.hackingindustry.camp,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/2016.hackingindustry.camp,Archive du site Hacking Industry Camp 2016,False,2017-07-27T06:01:17Z,2017-07-27T06:33:50Z,,0,0,,0,PHP,
romal-server,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/romal-server,"Server for romal (code name), the HackSXB project for EdgeFest 2018",False,2018-04-06T20:23:26Z,2018-07-05T22:46:40Z,,0,1,,3,Python,
2017.edgefest.fr,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/2017.edgefest.fr,,False,2018-05-17T15:28:52Z,2018-05-17T15:45:59Z,,0,0,,0,HTML,
romal-frontend,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/romal-frontend,"Frontend for romal (code name), the HackSXB project for EdgeFest 2018",False,2018-06-02T17:34:11Z,2018-07-05T22:54:33Z,,1,0,,0,Vue,
2017.hackingindustry.camp,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/2017.hackingindustry.camp,Archive du site Hacking Industry Camp 2016,False,2018-06-28T12:59:31Z,2018-06-28T13:01:28Z,,0,0,,0,PHP,
winter-school-industry,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/winter-school-industry,Winter School Industry,True,2019-01-15T13:33:01Z,2019-02-12T23:11:45Z,https://www.winterschoolindustry.eu,0,0,MIT License,0,PHP,
coworking-flex,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/coworking-flex,Application to manage flex seats,False,2019-02-07T10:35:27Z,2019-03-06T09:37:02Z,,0,0,,5,PHP,
tools,AlsaceDigitale,GitHub,https://github.com/AlsaceDigitale/tools,Misc tools,False,2019-03-05T15:00:24Z,2019-03-05T15:36:29Z,,1,0,,0,Shell,
