nom,organisation_nom,plateforme,repertoire_url,description,est_fork,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics
edx-platform,openfun,GitHub,https://github.com/openfun/edx-platform,"the edX learning management system (LMS) and course authoring tool, Studio",True,2014-04-08T12:11:06Z,2017-11-10T14:10:06Z,http://code.edx.org/,9,5,GNU Affero General Public License v3.0,1,Python,
edx-theme,openfun,GitHub,https://github.com/openfun/edx-theme,FUN theme,False,2014-04-16T08:47:15Z,2018-11-07T09:47:08Z,france-universite-numerique-mooc.fr,10,12,,0,HTML,
dmcloud,openfun,GitHub,https://github.com/openfun/dmcloud,xblock edx pour video DailyMotion Cloud,False,2014-06-04T14:22:54Z,2015-05-07T09:06:39Z,,0,0,,0,JavaScript,
fun-apps,openfun,GitHub,https://github.com/openfun/fun-apps,The main code repository for FUN MOOC,False,2014-06-06T08:42:58Z,2019-02-12T15:32:31Z,https://www.fun-mooc.fr,14,18,Other,7,Python,"edx-platform,mooc,python"
edx_data_scripts,openfun,GitHub,https://github.com/openfun/edx_data_scripts,Scripts for importing and analyzing data dumps from edX.,True,2014-06-20T16:19:50Z,2014-06-20T16:19:51Z,,0,0,,0,Python,
maintenance-page,openfun,GitHub,https://github.com/openfun/maintenance-page,FUN maintenance page,False,2014-07-07T17:02:06Z,2016-09-14T15:09:32Z,,0,0,,0,CSS,
configuration,openfun,GitHub,https://github.com/openfun/configuration,"a simple, but flexible, way for anyone to stand up an instance of the edX platform that is fully configured and ready-to-go",True,2014-07-31T10:12:09Z,2016-07-04T14:08:47Z,,0,1,GNU Affero General Public License v3.0,0,Python,
dmcloud-migrate,openfun,GitHub,https://github.com/openfun/dmcloud-migrate,Python scripts for migration from Dailymotion Cloud,False,2015-01-15T09:29:15Z,2015-07-27T14:59:30Z,,2,0,MIT License,0,Python,
cloudkey-py,openfun,GitHub,https://github.com/openfun/cloudkey-py,Dailymotion Cloud Python client API,True,2015-02-11T13:09:25Z,2015-02-11T13:11:29Z,,0,0,GNU Lesser General Public License v3.0,0,Python,
fun-microsites-demo,openfun,GitHub,https://github.com/openfun/fun-microsites-demo,Demo Microsites,False,2015-02-17T14:48:05Z,2015-06-01T10:58:52Z,,0,0,,0,HTML,
fun-cmd,openfun,GitHub,https://github.com/openfun/fun-cmd,Convenient tool for starting FUN services,False,2015-02-19T15:40:51Z,2018-03-22T10:02:09Z,,0,1,Other,0,Python,
fun-boxes,openfun,GitHub,https://github.com/openfun/fun-boxes,Virtual images for OpenFUN installs,False,2015-03-10T15:56:02Z,2017-10-05T13:23:42Z,,2,3,Other,1,Ruby,
hackathon,openfun,GitHub,https://github.com/openfun/hackathon,Informations pour une bonne organisation du hackathon OpenFUN,False,2015-03-12T09:01:21Z,2015-05-19T13:01:58Z,,0,1,,0,CSS,
password-container-xblock,openfun,GitHub,https://github.com/openfun/password-container-xblock,,False,2015-04-09T15:30:36Z,2018-03-20T17:05:54Z,,2,1,Other,0,Python,
