nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
atlanmod.github.io,atlanmod,GitHub,https://github.com/atlanmod/atlanmod.github.io,Github Website,False,False,2013-11-07T10:22:49Z,2019-07-15T15:58:46Z,,0,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/atlanmod.github.io/directory/
emfviews,atlanmod,GitHub,https://github.com/atlanmod/emfviews,Lightweight views for your models,False,False,2013-11-14T23:09:37Z,2019-07-30T15:55:25Z,https://www.atlanmod.org/emfviews/,11,1,Eclipse Public License 2.0,1,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/emfviews/directory/
openness,atlanmod,GitHub,https://github.com/atlanmod/openness,Analyzing openness of GitHub projects,False,False,2014-02-20T08:15:27Z,2015-07-03T07:10:44Z,http://atlanmod.github.io/openness,1,2,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/openness/directory/
org.eclipse.atl.reactive,atlanmod,GitHub,https://github.com/atlanmod/org.eclipse.atl.reactive,,False,False,2014-05-15T15:31:20Z,2016-05-18T17:00:31Z,,1,1,,0,Assembly,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/org.eclipse.atl.reactive/directory/
ATL_MR,atlanmod,GitHub,https://github.com/atlanmod/ATL_MR,ATL on MapReduce ,False,False,2014-10-10T11:13:34Z,2017-11-14T01:07:43Z,,2,3,,4,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/ATL_MR/directory/
ossmigration,atlanmod,GitHub,https://github.com/atlanmod/ossmigration,OSS migration approach,False,False,2014-10-20T11:28:05Z,2014-12-09T12:53:12Z,,0,0,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/ossmigration/directory/
Parallel-ATL,atlanmod,GitHub,https://github.com/atlanmod/Parallel-ATL,,False,False,2014-10-28T14:36:22Z,2017-02-10T14:00:37Z,,0,0,,0,Assembly,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/Parallel-ATL/directory/
EMFTVM-D,atlanmod,GitHub,https://github.com/atlanmod/EMFTVM-D,a fork of the official alt repository extending emftvm to handle distributed execution environment,False,False,2014-10-29T23:52:53Z,2018-02-27T13:08:45Z,,1,1,,0,Assembly,,False,
mondo-itmfactory-benchmark,atlanmod,GitHub,https://github.com/atlanmod/mondo-itmfactory-benchmark,,False,False,2014-10-30T09:48:51Z,2014-10-30T09:48:51Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/mondo-itmfactory-benchmark/directory/
mondo-atlzoo-benchmark,atlanmod,GitHub,https://github.com/atlanmod/mondo-atlzoo-benchmark,,False,False,2014-10-30T10:01:01Z,2018-02-19T11:15:45Z,,3,0,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/mondo-atlzoo-benchmark/directory/
mondo-openbim-benchmark,atlanmod,GitHub,https://github.com/atlanmod/mondo-openbim-benchmark,,False,False,2014-10-30T10:12:32Z,2017-10-02T12:38:24Z,,1,0,,0,Assembly,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/mondo-openbim-benchmark/directory/
busfactor_demo,atlanmod,GitHub,https://github.com/atlanmod/busfactor_demo,Bus factor demo SANER'15,False,False,2014-11-03T12:01:38Z,2018-08-20T17:28:21Z,,2,1,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/busfactor_demo/directory/
NeoEMF,atlanmod,GitHub,https://github.com/atlanmod/NeoEMF,Multi-backend EMF persistence framework.,False,False,2014-11-19T13:07:45Z,2019-06-03T20:41:55Z,http://neoemf.atlanmod.org,36,10,Other,10,Java,"eclipse-plugin,emf,large-models,persistence",True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/NeoEMF/directory/
Mogwai,atlanmod,GitHub,https://github.com/atlanmod/Mogwai,Automatic translation from OCL to Gremlin,False,False,2015-02-03T15:07:23Z,2019-01-28T16:35:00Z,,7,4,,32,Java,"gremlin,neoemf,ocl,query",True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/Mogwai/directory/
monoge,atlanmod,GitHub,https://github.com/atlanmod/monoge,(Deprecated) Lightweight metamodel extension,False,True,2015-02-25T16:08:06Z,2018-03-06T12:25:39Z,,2,0,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/monoge/directory/
emfviewsSQL,atlanmod,GitHub,https://github.com/atlanmod/emfviewsSQL,(Deprecated) Views on heterogeneous models,False,True,2015-03-27T16:55:19Z,2018-03-06T12:26:21Z,,0,0,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/emfviewsSQL/directory/
ATLGT,atlanmod,GitHub,https://github.com/atlanmod/ATLGT,Bidirectional version of ATL on top of the GRoundTram transformation engine,False,False,2015-05-15T08:39:06Z,2019-06-21T18:49:32Z,,4,0,,6,OCaml,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/ATLGT/directory/
neoEMF-Instantiator,atlanmod,GitHub,https://github.com/atlanmod/neoEMF-Instantiator,"A random generator of EMF models, using the NeoEMF",False,False,2015-07-01T12:48:59Z,2016-11-07T11:58:52Z,,1,0,,0,Java,,False,
ACPolicies,atlanmod,GitHub,https://github.com/atlanmod/ACPolicies,,False,False,2015-09-25T11:43:34Z,2016-02-02T16:18:30Z,,0,0,,0,Assembly,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/ACPolicies/directory/
